Restaurant ID,City,Zone,Month,Sales
R-0103,Greenville,4,2025-08,37001.67
R-0103,Greenville,4,2025-09,39154.31
R-0103,Greenville,4,2025-10,51274.81
R-0103,Greenville,4,2025-11,52879.11
R-0103,Greenville,4,2025-12,48030.6
R-0104,Asheville,1,2025-07,51296.69
R-0104,Asheville,1,2025-08,37592.55
R-0104,Asheville,1,2025-09,49302.66
R-0104,Asheville,1,2025-10,41737.19
R-0104,Asheville,1,2025-11,58738.5
R-0104,Asheville,1,2025-12,51589.11
R-0105,Durham,4,2025-07,56862.98
R-0105,Durham,4,2025-08,78572.55
R-0105,Durham,4,2025-09,76191.49
R-0105,Durham,4,2025-10,79997.35
R-0105,Durham,4,2025-11,72244.4
R-0105,Durham,4,2025-12,70570.2
R-0106,Greenville,4,2025-07,45115.27
R-0106,Greenville,4,2025-08,55242.39
R-0106,Greenville,4,2025-09,46421.19
R-0106,Greenville,4,2025-10,62740.75
R-0106,Greenville,4,2025-11,44042.55
R-0106,Greenville,4,2025-12,45074.87
R-0107,Charlotte,2,2025-07,51991.69
R-0107,Charlotte,2,2025-08,58187.15
R-0107,Charlotte,2,2025-09,69907.91
R-0107,Charlotte,2,2025-10,59027.53
R-0107,Charlotte,2,2025-11,80431.63
R-0107,Charlotte,2,2025-12,84383.19
R-0108,Asheville,5,2025-07,63680.58
R-0108,Asheville,5,2025-08,54571.58
R-0108,Asheville,5,2025-09,53582.65
R-0108,Asheville,5,2025-10,60811.12
R-0108,Asheville,5,2025-11,51722.1
R-0108,Asheville,5,2025-12,46774.46
R-0109,Greenville,2,2025-07,49665.69
R-0109,Greenville,2,2025-08,74853.83
R-0109,Greenville,2,2025-09,56208.14
R-0109,Greenville,2,2025-10,67379.46
R-0109,Greenville,2,2025-11,78084.37
R-0109,Greenville,2,2025-12,67528.45
R-0110,Winston-Salem,5,2025-07,55502.12
R-0110,Winston-Salem,5,2025-08,41852.81
R-0110,Winston-Salem,5,2025-09,64765.46
R-0110,Winston-Salem,5,2025-10,50161.45
R-0110,Winston-Salem,5,2025-11,64365.06
R-0110,Winston-Salem,5,2025-12,69098.87
R-0111,Durham,3,2025-07,48277.16
R-0111,Durham,3,2025-08,50907.43
R-0111,Durham,3,2025-09,68226.47
R-0111,Durham,3,2025-10,50778.76
R-0111,Durham,3,2025-11,49925.05
R-0111,Durham,3,2025-12,71814.52
R-0112,Charlotte,5,2025-07,31119.83
R-0112,Charlotte,5,2025-08,28444.99
R-0112,Charlotte,5,2025-09,36745.42
R-0112,Charlotte,5,2025-10,33412.68
R-0112,Charlotte,5,2025-11,25008.31
R-0112,Charlotte,5,2025-12,35302.05
R-0113,Raleigh,2,2025-07,61958.82
R-0113,Raleigh,2,2025-08,47004.78
R-0113,Raleigh,2,2025-09,60379.48
R-0113,Raleigh,2,2025-10,66136.39
R-0113,Raleigh,2,2025-11,65245.82
R-0113,Raleigh,2,2025-12,58796.07
R-0114,Greensboro,3,2025-07,51304.95
R-0114,Greensboro,3,2025-08,45737.75
R-0114,Greensboro,3,2025-09,47839.9
R-0114,Greensboro,3,2025-10,48280.04
R-0114,Greensboro,3,2025-11,65670.11
R-0114,Greensboro,3,2025-12,56480.76
R-0115,Durham,5,2025-07,50249.93
R-0115,Durham,5,2025-08,48697.94
R-0115,Durham,5,2025-09,48927.32
R-0115,Durham,5,2025-10,66359.38
R-0115,Durham,5,2025-11,75017.18
R-0115,Durham,5,2025-12,71642.72
R-0116,Fayetteville,4,2025-07,45427.91
R-0116,Fayetteville,4,2025-08,40001.12
R-0116,Fayetteville,4,2025-09,61413.55
R-0116,Fayetteville,4,2025-10,64464.12
R-0116,Fayetteville,4,2025-11,60571.01
R-0116,Fayetteville,4,2025-12,44196.56
R-0117,Greensboro,3,2025-07,30451.13
R-0117,Greensboro,3,2025-08,26070.31
R-0117,Greensboro,3,2025-09,42788.62
R-0117,Greensboro,3,2025-10,27772.76
R-0117,Greensboro,3,2025-11,46300.25
R-0117,Greensboro,3,2025-12,44831.15
R-0118,Raleigh,5,2025-07,25577.3
R-0118,Raleigh,5,2025-08,31077.05
R-0118,Raleigh,5,2025-09,26787.54
R-0118,Raleigh,5,2025-10,33335.91
R-0118,Raleigh,5,2025-11,29108.41
R-0118,Raleigh,5,2025-12,26903.81
R-0119,Greensboro,4,2025-07,61541.36
R-0119,Greensboro,4,2025-08,76896.29
R-0119,Greensboro,4,2025-09,77397.66
R-0119,Greensboro,4,2025-10,58215.35
R-0119,Greensboro,4,2025-11,91636.33
R-0119,Greensboro,4,2025-12,79673.87
R-0120,Asheville,5,2025-07,44881.1
R-0120,Asheville,5,2025-08,44954.26
R-0120,Asheville,5,2025-09,45106.19
R-0120,Asheville,5,2025-10,67119.34
R-0120,Asheville,5,2025-11,53617.0
R-0120,Asheville,5,2025-12,60371.91
R-0121,Durham,5,2025-07,72853.5
R-0121,Durham,5,2025-08,47445.69
R-0121,Durham,5,2025-09,67591.5
R-0121,Durham,5,2025-10,59866.56
R-0121,Durham,5,2025-11,71589.05
R-0121,Durham,5,2025-12,58804.05
R-0122,Durham,1,2025-07,41708.84
R-0122,Durham,1,2025-08,46672.31
R-0122,Durham,1,2025-09,51987.24
R-0122,Durham,1,2025-10,54448.82
R-0122,Durham,1,2025-11,58362.4
R-0122,Durham,1,2025-12,48102.02
R-0123,Greenville,1,2025-07,69003.68
R-0123,Greenville,1,2025-08,54525.87
R-0123,Greenville,1,2025-09,67204.98
R-0123,Greenville,1,2025-10,72720.02
R-0123,Greenville,1,2025-11,74794.66
R-0123,Greenville,1,2025-12,79127.81
R-0124,Charlotte,1,2025-07,58025.61
R-0124,Charlotte,1,2025-08,51635.02
R-0124,Charlotte,1,2025-09,59319.0
R-0124,Charlotte,1,2025-10,61874.65
R-0124,Charlotte,1,2025-11,67482.39
R-0124,Charlotte,1,2025-12,51145.34
R-0125,Greensboro,5,2025-07,47818.86
R-0125,Greensboro,5,2025-08,43906.11
R-0125,Greensboro,5,2025-09,58931.54
R-0125,Greensboro,5,2025-10,61246.9
R-0125,Greensboro,5,2025-11,47551.38
R-0125,Greensboro,5,2025-12,42782.22
R-0126,Asheville,4,2025-07,54930.34
R-0126,Asheville,4,2025-08,59024.55
R-0126,Asheville,4,2025-09,57815.13
R-0126,Asheville,4,2025-10,62581.91
R-0126,Asheville,4,2025-11,64399.18
R-0126,Asheville,4,2025-12,80370.6
R-0127,Wilmington,5,2025-07,39654.79
R-0127,Wilmington,5,2025-08,38538.8
R-0127,Wilmington,5,2025-09,36453.44
R-0127,Wilmington,5,2025-10,42786.18
R-0127,Wilmington,5,2025-11,43424.26
R-0127,Wilmington,5,2025-12,40733.66
R-0128,Charlotte,3,2025-07,34049.69
R-0128,Charlotte,3,2025-08,31838.23
R-0128,Charlotte,3,2025-09,34808.57
R-0128,Charlotte,3,2025-10,26600.9
R-0128,Charlotte,3,2025-11,40889.87
R-0128,Charlotte,3,2025-12,32368.11
R-0129,Wilmington,2,2025-07,80859.45
R-0129,Wilmington,2,2025-08,85291.59
R-0129,Wilmington,2,2025-09,53507.74
R-0129,Wilmington,2,2025-10,83386.81
R-0129,Wilmington,2,2025-11,78891.3
R-0129,Wilmington,2,2025-12,82094.57
R-0130,Greenville,2,2025-07,35838.29
R-0130,Greenville,2,2025-08,54176.05
R-0130,Greenville,2,2025-09,52800.62
R-0130,Greenville,2,2025-10,53163.15
R-0130,Greenville,2,2025-11,42651.89
R-0130,Greenville,2,2025-12,45778.7
R-0131,Fayetteville,3,2025-07,60921.63
R-0131,Fayetteville,3,2025-08,52739.58
R-0131,Fayetteville,3,2025-09,58694.3
R-0131,Fayetteville,3,2025-10,71563.41
R-0131,Fayetteville,3,2025-11,57019.33
R-0131,Fayetteville,3,2025-12,73910.24
R-0132,Greenville,5,2025-07,69663.72
R-0132,Greenville,5,2025-08,63958.67
R-0132,Greenville,5,2025-09,73390.3
R-0132,Greenville,5,2025-10,70795.45
R-0132,Greenville,5,2025-11,60842.48
R-0132,Greenville,5,2025-12,61575.26
R-0133,Durham,4,2025-07,89936.93
R-0133,Durham,4,2025-08,77480.68
R-0133,Durham,4,2025-09,88558.09
R-0133,Durham,4,2025-10,93765.14
R-0133,Durham,4,2025-11,62255.7
R-0133,Durham,4,2025-12,76196.66
R-0134,Greenville,2,2025-07,61985.96
R-0134,Greenville,2,2025-08,53726.65
R-0134,Greenville,2,2025-09,62300.91
R-0134,Greenville,2,2025-10,65895.32
R-0134,Greenville,2,2025-11,57851.37
R-0134,Greenville,2,2025-12,59681.67
R-0135,Greenville,1,2025-07,42125.01
R-0135,Greenville,1,2025-08,40752.74
R-0135,Greenville,1,2025-09,31764.46
R-0135,Greenville,1,2025-10,45131.3
R-0135,Greenville,1,2025-11,39976.94
R-0135,Greenville,1,2025-12,32387.29
R-0136,Charlotte,1,2025-07,66986.45
R-0136,Charlotte,1,2025-08,59582.0
R-0136,Charlotte,1,2025-09,56920.19
R-0136,Charlotte,1,2025-10,61090.53
R-0136,Charlotte,1,2025-11,62981.62
R-0136,Charlotte,1,2025-12,78893.31
R-0137,Durham,5,2025-07,34189.01
R-0137,Durham,5,2025-08,38398.03
R-0137,Durham,5,2025-09,35150.93
R-0137,Durham,5,2025-10,40601.7
R-0137,Durham,5,2025-11,48942.36
R-0137,Durham,5,2025-12,52348.99
R-0138,Wilmington,5,2025-07,63791.33
R-0138,Wilmington,5,2025-08,55807.21
R-0138,Wilmington,5,2025-09,66690.07
R-0138,Wilmington,5,2025-10,48204.17
R-0138,Wilmington,5,2025-11,59804.34
R-0138,Wilmington,5,2025-12,55504.57
R-0139,Durham,4,2025-07,70165.9
R-0139,Durham,4,2025-08,71621.85
R-0139,Durham,4,2025-09,80053.5
R-0139,Durham,4,2025-10,80742.11
R-0139,Durham,4,2025-11,64040.93
R-0139,Durham,4,2025-12,70594.94
R-0140,Wilmington,1,2025-07,57436.61
R-0140,Wilmington,1,2025-08,46881.5
R-0140,Wilmington,1,2025-09,60244.29
R-0140,Wilmington,1,2025-10,51649.46
R-0140,Wilmington,1,2025-11,65972.27
R-0140,Wilmington,1,2025-12,70817.83
R-0141,Charlotte,3,2025-07,55021.52
R-0141,Charlotte,3,2025-08,64221.54
R-0141,Charlotte,3,2025-09,48072.5
R-0141,Charlotte,3,2025-10,76126.76
R-0141,Charlotte,3,2025-11,65214.14
R-0141,Charlotte,3,2025-12,50180.66
R-0142,Winston-Salem,4,2025-07,54767.8
R-0142,Winston-Salem,4,2025-08,44590.76
R-0142,Winston-Salem,4,2025-09,37047.03
R-0142,Winston-Salem,4,2025-10,50644.66
R-0142,Winston-Salem,4,2025-11,46146.13
R-0142,Winston-Salem,4,2025-12,41996.26
R-0143,Wilmington,4,2025-07,47903.88
R-0143,Wilmington,4,2025-08,49219.06
R-0143,Wilmington,4,2025-09,38778.31
R-0143,Wilmington,4,2025-10,40146.42
R-0143,Wilmington,4,2025-11,51851.07
R-0143,Wilmington,4,2025-12,39602.37
R-0144,Durham,3,2025-07,31379.73
R-0144,Durham,3,2025-08,27601.33
R-0144,Durham,3,2025-09,32714.1
R-0144,Durham,3,2025-10,22883.54
R-0144,Durham,3,2025-11,21979.46
R-0144,Durham,3,2025-12,24694.65
R-0145,Greensboro,3,2025-07,36951.95
R-0145,Greensboro,3,2025-08,36414.38
R-0145,Greensboro,3,2025-09,42013.88
R-0145,Greensboro,3,2025-10,45868.94
R-0145,Greensboro,3,2025-11,36870.75
R-0145,Greensboro,3,2025-12,52686.46
R-0146,Durham,2,2025-07,56714.53
R-0146,Durham,2,2025-08,38732.81
R-0146,Durham,2,2025-09,38853.29
R-0146,Durham,2,2025-10,46484.33
R-0146,Durham,2,2025-11,47513.23
R-0146,Durham,2,2025-12,45119.22
R-0147,Fayetteville,1,2025-07,57409.4
R-0147,Fayetteville,1,2025-08,62639.37
R-0147,Fayetteville,1,2025-09,77025.76
R-0147,Fayetteville,1,2025-10,81375.68
R-0147,Fayetteville,1,2025-11,66964.49
R-0147,Fayetteville,1,2025-12,68446.34
R-0148,Asheville,2,2025-07,38780.99
R-0148,Asheville,2,2025-08,49088.99
R-0148,Asheville,2,2025-09,43734.51
R-0148,Asheville,2,2025-10,51875.57
R-0148,Asheville,2,2025-11,42866.71
R-0148,Asheville,2,2025-12,60520.94
R-0149,Fayetteville,1,2025-07,62542.36
R-0149,Fayetteville,1,2025-08,65791.38
R-0149,Fayetteville,1,2025-09,57415.45
R-0149,Fayetteville,1,2025-10,58920.94
R-0149,Fayetteville,1,2025-11,55212.41
R-0149,Fayetteville,1,2025-12,86035.63
R-0150,Greenville,3,2025-07,56774.0
R-0150,Greenville,3,2025-08,57758.39
R-0150,Greenville,3,2025-09,54198.15
R-0150,Greenville,3,2025-10,58254.24
R-0150,Greenville,3,2025-11,52279.51
R-0150,Greenville,3,2025-12,78221.52
R-0151,Charlotte,1,2025-07,32013.7
R-0151,Charlotte,1,2025-08,44694.61
R-0151,Charlotte,1,2025-09,53554.34
R-0151,Charlotte,1,2025-10,47421.87
R-0151,Charlotte,1,2025-11,50647.85
R-0151,Charlotte,1,2025-12,56340.36
R-0152,Charlotte,2,2025-07,42588.44
R-0152,Charlotte,2,2025-08,36044.84
R-0152,Charlotte,2,2025-09,36069.75
R-0152,Charlotte,2,2025-10,37297.56
R-0152,Charlotte,2,2025-11,39229.24
R-0152,Charlotte,2,2025-12,47316.54
R-0153,Raleigh,2,2025-07,69141.45
R-0153,Raleigh,2,2025-08,61439.16
R-0153,Raleigh,2,2025-09,64921.58
R-0153,Raleigh,2,2025-10,74433.79
R-0153,Raleigh,2,2025-11,62147.67
R-0153,Raleigh,2,2025-12,61734.86
R-0154,Asheville,1,2025-07,99937.96
R-0154,Asheville,1,2025-08,102536.38
R-0154,Asheville,1,2025-09,77083.6
R-0154,Asheville,1,2025-10,106440.77
R-0154,Asheville,1,2025-11,68259.49
R-0154,Asheville,1,2025-12,92730.75
R-0155,Durham,3,2025-07,63024.17
R-0155,Durham,3,2025-08,72585.76
R-0155,Durham,3,2025-09,59561.97
R-0155,Durham,3,2025-10,57343.47
R-0155,Durham,3,2025-11,71947.71
R-0155,Durham,3,2025-12,84371.08
R-0156,Wilmington,1,2025-07,45585.16
R-0156,Wilmington,1,2025-08,61883.99
R-0156,Wilmington,1,2025-09,44251.71
R-0156,Wilmington,1,2025-10,54570.12
R-0156,Wilmington,1,2025-11,65650.57
R-0156,Wilmington,1,2025-12,48107.46
R-0157,Fayetteville,5,2025-07,48087.72
R-0157,Fayetteville,5,2025-08,46697.01
R-0157,Fayetteville,5,2025-09,37040.0
R-0157,Fayetteville,5,2025-10,35984.83
R-0157,Fayetteville,5,2025-11,45775.57
R-0157,Fayetteville,5,2025-12,42353.73
R-0158,Charlotte,4,2025-07,67840.09
R-0158,Charlotte,4,2025-08,72301.43
R-0158,Charlotte,4,2025-09,53139.08
R-0158,Charlotte,4,2025-10,79846.37
R-0158,Charlotte,4,2025-11,54667.5
R-0158,Charlotte,4,2025-12,63699.55
R-0159,Asheville,4,2025-07,44473.24
R-0159,Asheville,4,2025-08,46162.49
R-0159,Asheville,4,2025-09,45350.69
R-0159,Asheville,4,2025-10,60589.71
R-0159,Asheville,4,2025-11,60532.94
R-0159,Asheville,4,2025-12,63357.95
R-0160,Wilmington,2,2025-07,54883.42
R-0160,Wilmington,2,2025-08,61966.39
R-0160,Wilmington,2,2025-09,40360.01
R-0160,Wilmington,2,2025-10,56509.13
R-0160,Wilmington,2,2025-11,68247.15
R-0160,Wilmington,2,2025-12,68776.95
R-0161,Winston-Salem,2,2025-07,47335.37
R-0161,Winston-Salem,2,2025-08,43326.24
R-0161,Winston-Salem,2,2025-09,33551.36
R-0161,Winston-Salem,2,2025-10,42921.48
R-0161,Winston-Salem,2,2025-11,51623.35
R-0161,Winston-Salem,2,2025-12,49246.35
R-0162,Winston-Salem,4,2025-07,66333.5
R-0162,Winston-Salem,4,2025-08,73674.31
R-0162,Winston-Salem,4,2025-09,54733.82
R-0162,Winston-Salem,4,2025-10,59469.13
R-0162,Winston-Salem,4,2025-11,71607.81
R-0162,Winston-Salem,4,2025-12,79068.4
R-0163,Greensboro,5,2025-07,68761.4
R-0163,Greensboro,5,2025-08,70896.16
R-0163,Greensboro,5,2025-09,75214.41
R-0163,Greensboro,5,2025-10,53368.22
R-0163,Greensboro,5,2025-11,64988.01
R-0163,Greensboro,5,2025-12,64183.63
R-0164,Wilmington,2,2025-07,95138.28
R-0164,Wilmington,2,2025-08,94198.33
R-0164,Wilmington,2,2025-09,70083.24
R-0164,Wilmington,2,2025-10,90212.86
R-0164,Wilmington,2,2025-11,99647.16
R-0164,Wilmington,2,2025-12,104782.57
R-0165,Fayetteville,5,2025-07,71522.04
R-0165,Fayetteville,5,2025-08,52325.64
R-0165,Fayetteville,5,2025-09,53006.98
R-0165,Fayetteville,5,2025-10,49904.0
R-0165,Fayetteville,5,2025-11,52347.52
R-0165,Fayetteville,5,2025-12,77650.12
R-0166,Durham,3,2025-07,64184.2
R-0166,Durham,3,2025-08,64795.74
R-0166,Durham,3,2025-09,52424.54
R-0166,Durham,3,2025-10,55609.79
R-0166,Durham,3,2025-11,58136.13
R-0166,Durham,3,2025-12,54886.6
R-0167,Asheville,3,2025-07,46362.18
R-0167,Asheville,3,2025-08,48458.8
R-0167,Asheville,3,2025-09,40328.86
R-0167,Asheville,3,2025-10,52328.01
R-0167,Asheville,3,2025-11,56357.02
R-0167,Asheville,3,2025-12,50292.38
R-0168,Wilmington,4,2025-07,51775.11
R-0168,Wilmington,4,2025-08,77804.67
R-0168,Wilmington,4,2025-09,76183.49
R-0168,Wilmington,4,2025-10,57184.26
R-0168,Wilmington,4,2025-11,80851.58
R-0168,Wilmington,4,2025-12,54451.55
R-0169,Raleigh,1,2025-07,36768.28
R-0169,Raleigh,1,2025-08,38460.89
R-0169,Raleigh,1,2025-09,40179.82
R-0169,Raleigh,1,2025-10,48066.66
R-0169,Raleigh,1,2025-11,50862.96
R-0169,Raleigh,1,2025-12,40467.79
R-0170,Fayetteville,4,2025-07,85783.91
R-0170,Fayetteville,4,2025-08,92094.41
R-0170,Fayetteville,4,2025-09,69019.87
R-0170,Fayetteville,4,2025-10,70412.61
R-0170,Fayetteville,4,2025-11,83191.46
R-0170,Fayetteville,4,2025-12,98385.99
R-0171,Asheville,4,2025-07,51311.63
R-0171,Asheville,4,2025-08,82255.34
R-0171,Asheville,4,2025-09,63031.29
R-0171,Asheville,4,2025-10,60572.41
R-0171,Asheville,4,2025-11,79083.04
R-0171,Asheville,4,2025-12,89443.26
R-0172,Durham,1,2025-07,96546.81
R-0172,Durham,1,2025-08,81740.5
R-0172,Durham,1,2025-09,102424.46
R-0172,Durham,1,2025-10,67952.61
R-0172,Durham,1,2025-11,93503.27
R-0172,Durham,1,2025-12,78110.78
R-0173,Charlotte,2,2025-07,50270.24
R-0173,Charlotte,2,2025-08,68420.09
R-0173,Charlotte,2,2025-09,51521.31
R-0173,Charlotte,2,2025-10,51215.59
R-0173,Charlotte,2,2025-11,75783.86
R-0173,Charlotte,2,2025-12,48058.93
R-0174,Fayetteville,3,2025-07,52542.06
R-0174,Fayetteville,3,2025-08,41995.0
R-0174,Fayetteville,3,2025-09,38228.87
R-0174,Fayetteville,3,2025-10,50715.62
R-0174,Fayetteville,3,2025-11,47706.14
R-0174,Fayetteville,3,2025-12,60857.21
R-0175,Winston-Salem,2,2025-07,69970.44
R-0175,Winston-Salem,2,2025-08,75682.91
R-0175,Winston-Salem,2,2025-09,60638.89
R-0175,Winston-Salem,2,2025-10,59021.45
R-0175,Winston-Salem,2,2025-11,78837.77
R-0175,Winston-Salem,2,2025-12,74046.38
R-0176,Fayetteville,2,2025-07,51983.74
R-0176,Fayetteville,2,2025-08,67316.87
R-0176,Fayetteville,2,2025-09,56693.13
R-0176,Fayetteville,2,2025-10,66311.74
R-0176,Fayetteville,2,2025-11,65928.18
R-0176,Fayetteville,2,2025-12,73502.96
R-0177,Raleigh,4,2025-07,46611.87
R-0177,Raleigh,4,2025-08,46433.79
R-0177,Raleigh,4,2025-09,50178.15
R-0177,Raleigh,4,2025-10,48575.06
R-0177,Raleigh,4,2025-11,44131.85
R-0177,Raleigh,4,2025-12,52915.89
R-0178,Raleigh,3,2025-07,27785.67
R-0178,Raleigh,3,2025-08,23295.04
R-0178,Raleigh,3,2025-09,21425.66
R-0178,Raleigh,3,2025-10,27530.67
R-0178,Raleigh,3,2025-11,28341.21
R-0178,Raleigh,3,2025-12,20709.7
R-0179,Wilmington,1,2025-07,70090.9
R-0179,Wilmington,1,2025-08,47938.52
R-0179,Wilmington,1,2025-09,51608.16
R-0179,Wilmington,1,2025-10,55173.15
R-0179,Wilmington,1,2025-11,54913.48
R-0179,Wilmington,1,2025-12,53528.02
R-0180,Wilmington,2,2025-07,31062.21
R-0180,Wilmington,2,2025-08,28553.56
R-0180,Wilmington,2,2025-09,29947.9
R-0180,Wilmington,2,2025-10,27517.26
R-0180,Wilmington,2,2025-11,25582.92
R-0180,Wilmington,2,2025-12,38569.4
R-0181,Greenville,5,2025-07,62850.87
R-0181,Greenville,5,2025-08,61623.57
R-0181,Greenville,5,2025-09,79937.11
R-0181,Greenville,5,2025-10,81463.33
R-0181,Greenville,5,2025-11,51503.99
R-0181,Greenville,5,2025-12,85889.61
R-0182,Greenville,4,2025-07,22045.44
R-0182,Greenville,4,2025-08,33058.86
R-0182,Greenville,4,2025-09,23220.01
R-0182,Greenville,4,2025-10,24379.13
R-0182,Greenville,4,2025-11,33723.67
R-0182,Greenville,4,2025-12,36044.65
R-0183,Raleigh,1,2025-07,32253.57
R-0183,Raleigh,1,2025-08,31060.78
R-0183,Raleigh,1,2025-09,33663.96
R-0183,Raleigh,1,2025-10,34237.57
R-0183,Raleigh,1,2025-11,39717.78
R-0183,Raleigh,1,2025-12,29087.44
R-0184,Greenville,4,2025-07,36566.21
R-0184,Greenville,4,2025-08,50764.9
R-0184,Greenville,4,2025-09,41725.26
R-0184,Greenville,4,2025-10,49156.2
R-0184,Greenville,4,2025-11,36312.02
R-0184,Greenville,4,2025-12,52671.0
R-0185,Greensboro,2,2025-07,47683.14
R-0185,Greensboro,2,2025-08,36633.42
R-0185,Greensboro,2,2025-09,41770.65
R-0185,Greensboro,2,2025-10,50566.19
R-0185,Greensboro,2,2025-11,39269.53
R-0185,Greensboro,2,2025-12,39700.62
R-0186,Fayetteville,4,2025-07,104018.75
R-0186,Fayetteville,4,2025-08,83782.67
R-0186,Fayetteville,4,2025-09,106307.29
R-0186,Fayetteville,4,2025-10,111638.76
R-0186,Fayetteville,4,2025-11,85006.67
R-0186,Fayetteville,4,2025-12,109287.38
R-0187,Greensboro,1,2025-07,92495.72
R-0187,Greensboro,1,2025-08,109464.89
R-0187,Greensboro,1,2025-09,113052.28
R-0187,Greensboro,1,2025-10,103771.92
R-0187,Greensboro,1,2025-11,89375.12
R-0187,Greensboro,1,2025-12,107088.58
R-0188,Greensboro,1,2025-07,55083.68
R-0188,Greensboro,1,2025-08,59406.22
R-0188,Greensboro,1,2025-09,60942.91
R-0188,Greensboro,1,2025-10,64520.04
R-0188,Greensboro,1,2025-11,59386.14
R-0188,Greensboro,1,2025-12,59183.04
R-0189,Greenville,5,2025-07,50628.7
R-0189,Greenville,5,2025-08,46940.14
R-0189,Greenville,5,2025-09,47282.67
R-0189,Greenville,5,2025-10,57647.79
R-0189,Greenville,5,2025-11,48410.36
R-0189,Greenville,5,2025-12,56450.66
R-0190,Greenville,1,2025-07,54247.28
R-0190,Greenville,1,2025-08,60358.79
R-0190,Greenville,1,2025-09,72322.21
R-0190,Greenville,1,2025-10,59662.08
R-0190,Greenville,1,2025-11,72863.67
R-0190,Greenville,1,2025-12,80351.47
R-0191,Durham,1,2025-07,45504.91
R-0191,Durham,1,2025-08,32392.41
R-0191,Durham,1,2025-09,43598.04
R-0191,Durham,1,2025-10,36369.66
R-0191,Durham,1,2025-11,47216.89
R-0191,Durham,1,2025-12,47282.33
R-0192,Asheville,3,2025-07,54583.8
R-0192,Asheville,3,2025-08,77617.76
R-0192,Asheville,3,2025-09,57017.15
R-0192,Asheville,3,2025-10,74761.8
R-0192,Asheville,3,2025-11,93964.37
R-0192,Asheville,3,2025-12,96468.02
R-0193,Winston-Salem,2,2025-07,43053.35
R-0193,Winston-Salem,2,2025-08,43061.34
R-0193,Winston-Salem,2,2025-09,47738.98
R-0193,Winston-Salem,2,2025-10,64038.19
R-0193,Winston-Salem,2,2025-11,62093.83
R-0193,Winston-Salem,2,2025-12,66899.19
R-0194,Winston-Salem,3,2025-07,40187.46
R-0194,Winston-Salem,3,2025-08,39810.85
R-0194,Winston-Salem,3,2025-09,35884.6
R-0194,Winston-Salem,3,2025-10,46048.64
R-0194,Winston-Salem,3,2025-11,44409.34
R-0194,Winston-Salem,3,2025-12,30919.97
R-0195,Asheville,1,2025-07,70412.75
R-0195,Asheville,1,2025-08,69895.97
R-0195,Asheville,1,2025-09,78601.46
R-0195,Asheville,1,2025-10,66744.92
R-0195,Asheville,1,2025-11,79570.64
R-0195,Asheville,1,2025-12,73458.64
R-0196,Fayetteville,5,2025-07,78912.81
R-0196,Fayetteville,5,2025-08,61086.5
R-0196,Fayetteville,5,2025-09,84352.67
R-0196,Fayetteville,5,2025-10,56980.81
R-0196,Fayetteville,5,2025-11,66008.7
R-0196,Fayetteville,5,2025-12,77210.06
R-0197,Charlotte,2,2025-07,68130.94
R-0197,Charlotte,2,2025-08,91387.58
R-0197,Charlotte,2,2025-09,80873.18
R-0197,Charlotte,2,2025-10,89357.3
R-0197,Charlotte,2,2025-11,87394.26
R-0197,Charlotte,2,2025-12,63987.87
R-0198,Wilmington,4,2025-07,55774.52
R-0198,Wilmington,4,2025-08,70206.52
R-0198,Wilmington,4,2025-09,60496.08
R-0198,Wilmington,4,2025-10,68952.57
R-0198,Wilmington,4,2025-11,61326.26
R-0198,Wilmington,4,2025-12,63701.38
R-0199,Greenville,1,2025-07,46614.06
R-0199,Greenville,1,2025-08,36935.11
R-0199,Greenville,1,2025-09,37613.79
R-0199,Greenville,1,2025-10,32496.84
R-0199,Greenville,1,2025-11,34741.48
R-0199,Greenville,1,2025-12,44172.68
R-0200,Asheville,3,2025-07,49827.97
R-0200,Asheville,3,2025-08,54247.3
R-0200,Asheville,3,2025-09,53330.81
R-0200,Asheville,3,2025-10,46326.25
R-0200,Asheville,3,2025-11,47759.12
R-0200,Asheville,3,2025-12,69128.56
R-0201,Fayetteville,3,2025-07,62733.71
R-0201,Fayetteville,3,2025-08,63264.11
R-0201,Fayetteville,3,2025-09,71292.56
R-0201,Fayetteville,3,2025-10,59153.63
R-0201,Fayetteville,3,2025-11,61584.37
R-0201,Fayetteville,3,2025-12,69398.1
R-0202,Raleigh,2,2025-07,76345.71
R-0202,Raleigh,2,2025-08,81466.94
R-0202,Raleigh,2,2025-09,82993.22
R-0202,Raleigh,2,2025-10,74978.3
R-0202,Raleigh,2,2025-11,86625.1
R-0202,Raleigh,2,2025-12,72851.99
R-0203,Durham,5,2025-07,71396.1
R-0203,Durham,5,2025-08,54470.84
R-0203,Durham,5,2025-09,65955.75
R-0203,Durham,5,2025-10,59172.4
R-0203,Durham,5,2025-11,78328.83
R-0203,Durham,5,2025-12,79348.36
R-0204,Wilmington,4,2025-07,71398.75
R-0204,Wilmington,4,2025-08,68182.6
R-0204,Wilmington,4,2025-09,57877.76
R-0204,Wilmington,4,2025-10,82504.4
R-0204,Wilmington,4,2025-11,57611.39
R-0204,Wilmington,4,2025-12,78286.1
R-0205,Fayetteville,4,2025-07,25521.73
R-0205,Fayetteville,4,2025-08,34646.74
R-0205,Fayetteville,4,2025-09,25346.64
R-0205,Fayetteville,4,2025-10,34549.46
