OrderDate,Year,YearMonth,Category,Seller,ProductID,Orders,Units Sold,GMV,Marketplace Revenue,Take Rate %,AOV
2025-08-30,2025,2025-08,Beauty,Apex Value,Product-037,1,1,20.81,2.34,0.1125,20.81
2025-12-08,2025,2025-12,Electronics,Apex Value,Product-045,1,2,140.79,15.25,0.1083,140.79
2025-08-15,2025,2025-08,Beauty,Apex Outdoor,Product-040,1,1,30.68,5.26,0.1716,30.68
2025-09-25,2025,2025-09,Kitchen,Apex Outdoor,Product-010,1,2,67.66,8.99,0.1328,67.66
2025-07-27,2025,2025-07,Home,Apex Prime,Product-048,1,1,21.04,3.05,0.1448,21.04
2025-11-27,2025,2025-11,Beauty,Apex Outdoor,Product-051,1,1,8.0,1.37,0.1708,8.0
2025-10-11,2025,2025-10,Fitness,Apex Value,Product-074,1,1,47.96,7.4,0.1542,47.96
2025-12-22,2025,2025-12,Electronics,Apex Value,Product-060,1,1,49.64,6.38,0.1286,49.64
2025-07-28,2025,2025-07,Fitness,Apex Value,Product-003,1,1,43.62,4.47,0.1024,43.62
2025-07-14,2025,2025-07,Kids,Apex Prime,Product-026,1,1,23.25,2.5,0.1076,23.25
2025-09-17,2025,2025-09,Electronics,Apex Prime,Product-026,1,1,53.53,8.28,0.1547,53.53
2025-08-29,2025,2025-08,Kitchen,Apex Value,Product-037,1,1,23.27,4.0,0.1719,23.27
2025-12-30,2025,2025-12,Electronics,Apex Prime,Product-034,1,1,58.41,8.63,0.1478,58.41
2025-08-28,2025,2025-08,Fitness,Apex Value,Product-057,1,1,39.02,4.95,0.1268,39.02
2025-09-18,2025,2025-09,Fitness,Apex Outdoor,Product-066,1,1,52.95,6.72,0.127,52.95
2025-11-26,2025,2025-11,Kitchen,Apex Outdoor,Product-011,1,1,20.94,3.14,0.15,20.94
2025-07-26,2025,2025-07,Kitchen,Apex Prime,Product-022,1,3,52.42,7.23,0.138,52.42
2025-07-31,2025,2025-07,Kitchen,Apex Essentials,Product-012,1,1,47.97,8.22,0.1713,47.97
2025-11-25,2025,2025-11,Electronics,Apex Essentials,Product-058,1,1,78.73,8.46,0.1075,78.73
2025-08-22,2025,2025-08,Kitchen,Apex Prime,Product-035,1,1,21.19,2.38,0.1121,21.19
2025-09-17,2025,2025-09,Beauty,Apex Prime,Product-040,1,2,19.46,3.23,0.1661,19.46
2025-10-04,2025,2025-10,Electronics,Apex Prime,Product-042,1,1,65.51,9.62,0.1468,65.51
2025-08-28,2025,2025-08,Beauty,Apex Value,Product-032,1,1,23.82,4.1,0.1722,23.82
2025-07-23,2025,2025-07,Fitness,Apex Value,Product-026,1,1,50.25,6.85,0.1364,50.25
2025-12-29,2025,2025-12,Beauty,Apex Prime,Product-018,1,1,24.17,3.44,0.1422,24.17
2025-09-07,2025,2025-09,Beauty,Apex Outdoor,Product-064,1,1,29.59,3.27,0.1104,29.59
2025-07-20,2025,2025-07,Kids,Apex Essentials,Product-074,1,1,18.39,2.93,0.1591,18.39
2025-09-07,2025,2025-09,Kids,Apex Prime,Product-016,1,2,59.61,10.03,0.1683,59.61
2025-08-15,2025,2025-08,Beauty,Apex Value,Product-043,1,1,35.54,5.11,0.1439,35.54
2025-08-06,2025,2025-08,Kitchen,Apex Outdoor,Product-067,1,1,28.71,4.9,0.1708,28.71
2025-11-06,2025,2025-11,Kitchen,Apex Prime,Product-043,1,1,20.42,2.3,0.1124,20.42
2025-11-16,2025,2025-11,Fitness,Apex Prime,Product-043,1,1,58.04,10.15,0.1748,58.04
2025-11-11,2025,2025-11,Home,Apex Prime,Product-041,1,1,44.31,7.26,0.1638,44.31
2025-09-07,2025,2025-09,Kitchen,Apex Prime,Product-002,1,1,30.33,4.83,0.1594,30.33
2025-11-30,2025,2025-11,Kitchen,Apex Essentials,Product-073,1,1,9.5,1.65,0.1738,9.5
2025-09-29,2025,2025-09,Beauty,Apex Value,Product-070,1,1,12.49,1.72,0.1381,12.49
2025-12-17,2025,2025-12,Electronics,Apex Essentials,Product-029,1,1,72.14,11.01,0.1526,72.14
2025-09-08,2025,2025-09,Beauty,Apex Value,Product-041,1,1,11.14,1.29,0.1159,11.14
2025-07-14,2025,2025-07,Fitness,Apex Value,Product-007,1,1,55.0,6.08,0.1105,55.0
2025-11-22,2025,2025-11,Electronics,Apex Value,Product-034,1,1,62.6,10.91,0.1743,62.6
2025-08-14,2025,2025-08,Home,Apex Outdoor,Product-022,1,1,49.96,5.08,0.1016,49.96
2025-10-15,2025,2025-10,Fitness,Apex Value,Product-017,1,1,49.55,6.67,0.1346,49.55
2025-08-13,2025,2025-08,Fitness,Apex Value,Product-005,1,1,49.36,6.53,0.1322,49.36
2025-10-20,2025,2025-10,Home,Apex Essentials,Product-041,1,1,27.68,3.59,0.1297,27.68
2025-10-30,2025,2025-10,Home,Apex Outdoor,Product-022,1,1,25.36,4.54,0.179,25.36
2025-10-07,2025,2025-10,Home,Apex Prime,Product-058,1,2,104.49,16.34,0.1564,104.49
2025-07-11,2025,2025-07,Kitchen,Apex Value,Product-047,1,1,38.7,6.75,0.1745,38.7
2025-08-21,2025,2025-08,Beauty,Apex Prime,Product-020,1,1,42.44,5.31,0.1252,42.44
2025-08-15,2025,2025-08,Kitchen,Apex Essentials,Product-078,1,1,27.99,3.38,0.1208,27.99
2025-08-22,2025,2025-08,Beauty,Apex Value,Product-055,1,2,69.7,7.69,0.1104,69.7
2025-11-19,2025,2025-11,Beauty,Apex Prime,Product-032,1,2,30.14,3.32,0.1101,30.14
2025-07-29,2025,2025-07,Kitchen,Apex Outdoor,Product-049,1,1,30.8,5.15,0.1672,30.8
2025-12-22,2025,2025-12,Kitchen,Apex Outdoor,Product-054,1,1,33.56,4.06,0.121,33.56
2025-10-04,2025,2025-10,Kitchen,Apex Essentials,Product-024,1,1,40.5,6.18,0.1526,40.5
2025-12-02,2025,2025-12,Home,Apex Value,Product-034,1,2,82.4,11.22,0.1362,82.4
2025-07-22,2025,2025-07,Kitchen,Apex Value,Product-067,1,1,33.93,3.91,0.1151,33.93
2025-10-24,2025,2025-10,Kitchen,Apex Value,Product-036,1,1,34.25,4.78,0.1395,34.25
2025-07-29,2025,2025-07,Kids,Apex Essentials,Product-025,1,1,8.0,0.88,0.1103,8.0
2025-10-23,2025,2025-10,Fitness,Apex Outdoor,Product-061,1,1,43.73,6.28,0.1435,43.73
2025-09-25,2025,2025-09,Electronics,Apex Essentials,Product-001,1,1,69.67,11.62,0.1668,69.67
2025-10-27,2025,2025-10,Electronics,Apex Prime,Product-066,1,2,126.53,20.21,0.1597,126.53
2025-07-25,2025,2025-07,Kitchen,Apex Outdoor,Product-007,1,1,31.73,4.64,0.1463,31.73
2025-08-09,2025,2025-08,Kids,Apex Essentials,Product-033,1,1,8.69,1.28,0.1478,8.69
2025-08-30,2025,2025-08,Kitchen,Apex Prime,Product-014,1,2,48.76,5.1,0.1045,48.76
2025-10-18,2025,2025-10,Kitchen,Apex Essentials,Product-036,1,1,27.98,3.98,0.1422,27.98
2025-09-26,2025,2025-09,Electronics,Apex Outdoor,Product-032,1,1,68.31,8.99,0.1316,68.31
2025-07-13,2025,2025-07,Kids,Apex Value,Product-040,1,2,16.0,2.41,0.1505,16.0
2025-08-24,2025,2025-08,Fitness,Apex Essentials,Product-057,1,1,45.28,6.81,0.1504,45.28
2025-12-08,2025,2025-12,Home,Apex Value,Product-062,1,1,59.74,10.56,0.1768,59.74
2025-10-19,2025,2025-10,Beauty,Apex Prime,Product-062,1,1,18.12,3.03,0.1672,18.12
2025-08-13,2025,2025-08,Beauty,Apex Prime,Product-036,1,2,46.91,6.03,0.1285,46.91
2025-09-28,2025,2025-09,Beauty,Apex Value,Product-059,1,1,24.79,2.54,0.1025,24.79
2025-11-23,2025,2025-11,Fitness,Apex Prime,Product-050,1,1,46.98,7.95,0.1693,46.98
2025-09-08,2025,2025-09,Beauty,Apex Prime,Product-003,1,1,27.42,2.79,0.1017,27.42
2025-11-15,2025,2025-11,Electronics,Apex Outdoor,Product-049,1,3,218.34,23.67,0.1084,218.34
2025-09-07,2025,2025-09,Kitchen,Apex Prime,Product-058,1,1,31.16,5.54,0.1778,31.16
2025-11-30,2025,2025-11,Kitchen,Apex Outdoor,Product-079,1,1,55.19,7.39,0.1339,55.19
2025-10-28,2025,2025-10,Electronics,Apex Prime,Product-040,1,1,59.72,6.25,0.1046,59.72
2025-09-17,2025,2025-09,Kitchen,Apex Prime,Product-011,1,1,30.57,4.69,0.1534,30.57
2025-10-16,2025,2025-10,Electronics,Apex Value,Product-052,1,1,63.57,10.85,0.1707,63.57
2025-12-08,2025,2025-12,Electronics,Apex Value,Product-011,1,1,64.2,10.42,0.1623,64.2
2025-09-07,2025,2025-09,Beauty,Apex Prime,Product-052,1,1,24.25,3.74,0.1542,24.25
2025-07-31,2025,2025-07,Kids,Apex Prime,Product-048,1,1,10.12,1.17,0.1154,10.12
2025-07-24,2025,2025-07,Electronics,Apex Value,Product-056,1,1,50.48,8.7,0.1724,50.48
2025-08-19,2025,2025-08,Beauty,Apex Essentials,Product-056,1,1,40.19,5.64,0.1404,40.19
2025-08-20,2025,2025-08,Beauty,Apex Outdoor,Product-019,1,2,22.21,3.88,0.1746,22.21
2025-08-08,2025,2025-08,Kitchen,Apex Essentials,Product-056,1,1,21.33,3.6,0.169,21.33
2025-11-23,2025,2025-11,Kitchen,Apex Value,Product-007,1,1,26.62,2.76,0.1038,26.62
2025-09-17,2025,2025-09,Home,Apex Essentials,Product-051,1,1,38.88,4.11,0.1057,38.88
2025-07-20,2025,2025-07,Fitness,Apex Prime,Product-042,1,1,45.41,7.52,0.1657,45.41
2025-09-02,2025,2025-09,Fitness,Apex Essentials,Product-062,1,1,53.89,5.73,0.1064,53.89
2025-10-14,2025,2025-10,Kids,Apex Value,Product-049,1,1,23.39,3.75,0.1603,23.39
2025-10-21,2025,2025-10,Beauty,Apex Essentials,Product-028,1,2,38.81,6.95,0.1792,38.81
2025-09-22,2025,2025-09,Home,Apex Prime,Product-018,1,1,18.97,3.41,0.1796,18.97
2025-08-10,2025,2025-08,Beauty,Apex Value,Product-007,1,1,8.0,0.81,0.1018,8.0
2025-07-02,2025,2025-07,Kids,Apex Essentials,Product-069,1,1,8.0,0.8,0.1001,8.0
2025-12-27,2025,2025-12,Electronics,Apex Prime,Product-062,1,1,68.51,9.15,0.1336,68.51
2025-09-06,2025,2025-09,Home,Apex Outdoor,Product-057,1,1,58.14,6.01,0.1033,58.14
2025-10-30,2025,2025-10,Fitness,Apex Outdoor,Product-004,1,1,48.37,7.6,0.1572,48.37
2025-11-13,2025,2025-11,Kitchen,Apex Prime,Product-015,1,1,28.94,3.31,0.1143,28.94
2025-10-14,2025,2025-10,Home,Apex Prime,Product-073,1,1,26.43,4.33,0.164,26.43
2025-11-27,2025,2025-11,Kitchen,Apex Essentials,Product-072,1,1,20.06,2.69,0.134,20.06
2025-09-09,2025,2025-09,Kids,Apex Essentials,Product-026,1,1,16.39,2.92,0.1779,16.39
2025-12-27,2025,2025-12,Electronics,Apex Outdoor,Product-054,1,2,107.72,17.26,0.1602,107.72
2025-10-25,2025,2025-10,Beauty,Apex Prime,Product-051,1,2,30.93,3.35,0.1083,30.93
2025-12-20,2025,2025-12,Fitness,Apex Essentials,Product-073,1,1,51.88,8.69,0.1675,51.88
2025-07-10,2025,2025-07,Electronics,Apex Outdoor,Product-018,1,2,133.08,14.73,0.1107,133.08
2025-12-14,2025,2025-12,Electronics,Apex Outdoor,Product-003,1,1,65.4,11.0,0.1682,65.4
2025-12-10,2025,2025-12,Kitchen,Apex Essentials,Product-011,1,1,34.68,5.8,0.1671,34.68
2025-08-30,2025,2025-08,Kitchen,Apex Outdoor,Product-020,1,1,20.19,2.63,0.1302,20.19
2025-11-03,2025,2025-11,Kitchen,Apex Prime,Product-052,1,1,22.47,2.46,0.1093,22.47
2025-07-23,2025,2025-07,Fitness,Apex Prime,Product-020,1,2,134.23,14.38,0.1071,134.23
2025-09-20,2025,2025-09,Home,Apex Essentials,Product-031,1,1,44.83,5.96,0.133,44.83
2025-11-12,2025,2025-11,Home,Apex Prime,Product-032,1,1,47.81,5.39,0.1127,47.81
2025-08-24,2025,2025-08,Kitchen,Apex Essentials,Product-061,1,1,29.38,3.35,0.114,29.38
2025-11-24,2025,2025-11,Beauty,Apex Value,Product-044,1,1,30.76,3.74,0.1216,30.76
2025-11-30,2025,2025-11,Kids,Apex Essentials,Product-073,1,1,38.99,6.78,0.1739,38.99
2025-07-18,2025,2025-07,Kitchen,Apex Prime,Product-063,1,1,24.49,2.96,0.1209,24.49
2025-12-26,2025,2025-12,Kids,Apex Prime,Product-078,1,2,29.26,4.55,0.1554,29.26
2025-10-02,2025,2025-10,Fitness,Apex Outdoor,Product-014,1,1,40.58,4.48,0.1105,40.58
2025-07-03,2025,2025-07,Fitness,Apex Prime,Product-076,1,1,42.78,7.37,0.1723,42.78
2025-11-23,2025,2025-11,Kitchen,Apex Value,Product-013,1,1,28.18,3.76,0.1336,28.18
2025-10-27,2025,2025-10,Fitness,Apex Essentials,Product-068,1,2,99.82,14.33,0.1436,99.82
2025-07-12,2025,2025-07,Kitchen,Apex Prime,Product-029,1,3,85.82,10.98,0.1279,85.82
2025-08-04,2025,2025-08,Kids,Apex Value,Product-028,1,2,24.75,4.1,0.1657,24.75
2025-08-29,2025,2025-08,Electronics,Apex Prime,Product-006,1,1,67.43,7.52,0.1115,67.43
2025-09-26,2025,2025-09,Beauty,Apex Value,Product-047,1,2,37.58,3.89,0.1035,37.58
2025-07-28,2025,2025-07,Kitchen,Apex Outdoor,Product-031,1,1,28.06,4.91,0.1751,28.06
2025-11-15,2025,2025-11,Fitness,Apex Prime,Product-023,1,1,33.57,5.09,0.1517,33.57
2025-08-01,2025,2025-08,Home,Apex Value,Product-050,1,1,20.64,3.34,0.1616,20.64
2025-08-20,2025,2025-08,Fitness,Apex Outdoor,Product-017,1,2,75.55,9.27,0.1227,75.55
2025-09-22,2025,2025-09,Home,Apex Outdoor,Product-023,1,2,124.7,12.96,0.1039,124.7
2025-10-20,2025,2025-10,Electronics,Apex Outdoor,Product-033,1,1,62.2,9.22,0.1482,62.2
2025-07-13,2025,2025-07,Fitness,Apex Essentials,Product-040,1,1,27.18,3.9,0.1435,27.18
2025-07-10,2025,2025-07,Home,Apex Prime,Product-051,1,1,23.73,4.24,0.1785,23.73
2025-09-01,2025,2025-09,Kids,Apex Outdoor,Product-047,1,1,37.66,6.33,0.1681,37.66
2025-07-13,2025,2025-07,Electronics,Apex Value,Product-026,1,1,70.04,10.37,0.148,70.04
2025-10-24,2025,2025-10,Kitchen,Apex Prime,Product-017,1,2,68.93,7.49,0.1086,68.93
2025-10-08,2025,2025-10,Beauty,Apex Value,Product-070,1,1,35.44,3.8,0.1071,35.44
2025-12-06,2025,2025-12,Fitness,Apex Outdoor,Product-054,1,1,42.67,7.42,0.1738,42.67
2025-07-19,2025,2025-07,Beauty,Apex Essentials,Product-045,1,1,16.73,1.94,0.1159,16.73
2025-11-30,2025,2025-11,Kids,Apex Value,Product-025,1,1,10.24,1.2,0.1173,10.24
2025-12-07,2025,2025-12,Fitness,Apex Prime,Product-013,1,1,33.14,5.43,0.1637,33.14
2025-10-01,2025,2025-10,Home,Apex Prime,Product-044,1,1,47.92,8.06,0.1682,47.92
2025-09-20,2025,2025-09,Electronics,Apex Value,Product-007,1,1,54.13,8.49,0.1569,54.13
2025-11-03,2025,2025-11,Beauty,Apex Value,Product-009,1,1,18.9,2.12,0.112,18.9
2025-07-29,2025,2025-07,Kids,Apex Outdoor,Product-054,1,2,16.0,2.45,0.1534,16.0
2025-08-05,2025,2025-08,Beauty,Apex Prime,Product-079,1,1,33.9,5.55,0.1637,33.9
2025-07-10,2025,2025-07,Home,Apex Prime,Product-047,1,3,96.26,16.77,0.1742,96.26
2025-10-30,2025,2025-10,Kids,Apex Outdoor,Product-059,1,2,50.4,8.99,0.1783,50.4
2025-07-08,2025,2025-07,Beauty,Apex Prime,Product-012,1,1,15.0,1.67,0.1113,15.0
2025-08-11,2025,2025-08,Kids,Apex Prime,Product-058,1,1,8.0,1.21,0.1508,8.0
2025-10-15,2025,2025-10,Fitness,Apex Essentials,Product-005,1,1,47.26,6.85,0.1449,47.26
2025-11-29,2025,2025-11,Kids,Apex Outdoor,Product-026,1,1,29.55,3.63,0.123,29.55
2025-12-27,2025,2025-12,Fitness,Apex Essentials,Product-066,1,1,55.09,6.27,0.1138,55.09
2025-12-16,2025,2025-12,Kids,Apex Outdoor,Product-076,1,1,26.83,4.71,0.1754,26.83
2025-07-15,2025,2025-07,Kids,Apex Prime,Product-067,1,1,12.83,1.78,0.1386,12.83
2025-10-06,2025,2025-10,Fitness,Apex Essentials,Product-019,1,1,46.34,5.44,0.1174,46.34
2025-10-05,2025,2025-10,Electronics,Apex Outdoor,Product-047,1,2,114.16,19.74,0.1729,114.16
2025-11-28,2025,2025-11,Home,Apex Prime,Product-023,1,1,29.82,3.41,0.1144,29.82
2025-09-25,2025,2025-09,Electronics,Apex Essentials,Product-069,1,1,60.24,10.37,0.1722,60.24
2025-10-26,2025,2025-10,Electronics,Apex Prime,Product-078,1,2,123.94,14.39,0.1161,123.94
2025-12-20,2025,2025-12,Kitchen,Apex Value,Product-001,1,1,55.65,8.81,0.1584,55.65
2025-08-22,2025,2025-08,Beauty,Apex Essentials,Product-055,1,2,36.96,3.76,0.1016,36.96
2025-10-08,2025,2025-10,Home,Apex Value,Product-068,1,1,47.75,8.01,0.1677,47.75
2025-10-18,2025,2025-10,Beauty,Apex Outdoor,Product-077,1,1,18.4,2.39,0.1299,18.4
2025-08-07,2025,2025-08,Beauty,Apex Outdoor,Product-049,1,1,20.36,2.32,0.114,20.36
2025-11-10,2025,2025-11,Kitchen,Apex Outdoor,Product-041,1,2,54.97,6.02,0.1096,54.97
2025-09-05,2025,2025-09,Fitness,Apex Essentials,Product-045,1,1,43.03,5.43,0.1263,43.03
2025-07-15,2025,2025-07,Electronics,Apex Prime,Product-052,1,1,63.73,10.57,0.1658,63.73
2025-08-21,2025,2025-08,Kitchen,Apex Value,Product-063,1,1,22.38,2.37,0.1058,22.38
2025-08-27,2025,2025-08,Kitchen,Apex Essentials,Product-080,1,1,37.06,4.37,0.1179,37.06
2025-08-20,2025,2025-08,Kids,Apex Value,Product-047,1,1,10.7,1.5,0.1403,10.7
2025-09-08,2025,2025-09,Kitchen,Apex Essentials,Product-035,1,1,24.73,3.59,0.1452,24.73
2025-09-08,2025,2025-09,Electronics,Apex Outdoor,Product-002,1,1,39.54,4.74,0.1198,39.54
2025-09-04,2025,2025-09,Home,Apex Outdoor,Product-003,1,1,31.35,5.37,0.1712,31.35
2025-10-04,2025,2025-10,Home,Apex Prime,Product-054,1,1,42.54,7.44,0.1748,42.54
2025-07-10,2025,2025-07,Kitchen,Apex Outdoor,Product-070,1,2,37.94,4.67,0.1232,37.94
2025-10-14,2025,2025-10,Kids,Apex Outdoor,Product-012,1,1,13.9,1.94,0.1395,13.9
2025-08-13,2025,2025-08,Fitness,Apex Outdoor,Product-076,1,1,48.74,5.84,0.1199,48.74
2025-10-12,2025,2025-10,Electronics,Apex Outdoor,Product-062,1,1,43.25,7.1,0.1641,43.25
2025-08-04,2025,2025-08,Home,Apex Value,Product-034,1,2,74.16,10.75,0.145,74.16
2025-09-12,2025,2025-09,Home,Apex Outdoor,Product-079,1,1,44.13,5.95,0.1349,44.13
2025-10-29,2025,2025-10,Beauty,Apex Value,Product-039,1,1,8.0,0.84,0.1046,8.0
2025-09-27,2025,2025-09,Fitness,Apex Outdoor,Product-001,1,2,91.32,15.57,0.1705,91.32
2025-07-03,2025,2025-07,Electronics,Apex Prime,Product-066,1,1,67.03,8.59,0.1282,67.03
2025-07-23,2025,2025-07,Kitchen,Apex Essentials,Product-001,1,1,25.42,4.56,0.1795,25.42
2025-12-10,2025,2025-12,Home,Apex Essentials,Product-015,1,1,33.66,4.01,0.1191,33.66
2025-12-29,2025,2025-12,Electronics,Apex Outdoor,Product-044,1,1,51.08,7.45,0.1458,51.08
2025-08-14,2025,2025-08,Kitchen,Apex Outdoor,Product-073,1,1,36.67,6.57,0.1791,36.67
2025-08-23,2025,2025-08,Kids,Apex Value,Product-063,1,2,43.45,5.44,0.1253,43.45
2025-12-17,2025,2025-12,Fitness,Apex Prime,Product-040,1,1,42.8,7.34,0.1715,42.8
2025-08-06,2025,2025-08,Fitness,Apex Essentials,Product-079,1,1,37.61,5.62,0.1495,37.61
2025-10-10,2025,2025-10,Beauty,Apex Value,Product-022,1,2,76.41,7.8,0.1021,76.41
2025-11-05,2025,2025-11,Fitness,Apex Essentials,Product-077,1,1,42.54,4.87,0.1144,42.54
2025-09-29,2025,2025-09,Beauty,Apex Prime,Product-038,1,1,30.84,4.91,0.1591,30.84
2025-07-06,2025,2025-07,Fitness,Apex Value,Product-078,1,1,49.99,5.94,0.1189,49.99
2025-07-30,2025,2025-07,Kitchen,Apex Outdoor,Product-019,1,1,39.03,4.29,0.11,39.03
2025-07-16,2025,2025-07,Electronics,Apex Essentials,Product-002,1,1,77.05,11.11,0.1442,77.05
2025-12-04,2025,2025-12,Kids,Apex Outdoor,Product-011,1,1,8.71,1.42,0.1626,8.71
2025-12-02,2025,2025-12,Electronics,Apex Outdoor,Product-040,1,1,66.31,10.82,0.1631,66.31
2025-10-08,2025,2025-10,Beauty,Apex Prime,Product-030,1,1,30.3,4.12,0.136,30.3
2025-07-14,2025,2025-07,Home,Apex Value,Product-043,1,1,12.19,1.5,0.1229,12.19
2025-10-08,2025,2025-10,Beauty,Apex Prime,Product-001,1,1,31.29,5.32,0.1701,31.29
2025-11-10,2025,2025-11,Home,Apex Value,Product-001,1,2,60.9,8.53,0.1401,60.9
2025-12-02,2025,2025-12,Electronics,Apex Outdoor,Product-013,1,1,76.93,7.8,0.1014,76.93
2025-11-06,2025,2025-11,Electronics,Apex Prime,Product-020,1,1,90.24,10.85,0.1202,90.24
2025-08-31,2025,2025-08,Electronics,Apex Outdoor,Product-075,1,1,61.4,9.79,0.1595,61.4
2025-10-31,2025,2025-10,Beauty,Apex Outdoor,Product-019,1,1,25.81,3.38,0.1311,25.81
2025-11-01,2025,2025-11,Electronics,Apex Outdoor,Product-030,1,1,66.52,11.97,0.18,66.52
2025-11-05,2025,2025-11,Fitness,Apex Outdoor,Product-009,1,1,55.87,7.06,0.1264,55.87
2025-10-01,2025,2025-10,Home,Apex Essentials,Product-047,1,1,40.44,6.85,0.1693,40.44
2025-07-12,2025,2025-07,Kids,Apex Essentials,Product-023,1,1,11.92,1.64,0.1373,11.92
2025-08-31,2025,2025-08,Kids,Apex Value,Product-080,1,1,25.72,3.73,0.145,25.72
2025-07-13,2025,2025-07,Kids,Apex Value,Product-023,1,1,19.44,2.64,0.1356,19.44
2025-08-06,2025,2025-08,Electronics,Apex Value,Product-001,1,2,127.56,17.37,0.1362,127.56
2025-12-18,2025,2025-12,Electronics,Apex Value,Product-057,1,2,94.69,11.13,0.1175,94.69
2025-09-13,2025,2025-09,Fitness,Apex Outdoor,Product-075,1,1,45.55,8.0,0.1756,45.55
2025-12-19,2025,2025-12,Kitchen,Apex Value,Product-073,1,1,37.97,4.12,0.1084,37.97
2025-10-22,2025,2025-10,Home,Apex Prime,Product-031,1,2,74.32,8.89,0.1196,74.32
2025-11-08,2025,2025-11,Home,Apex Value,Product-075,1,1,34.52,4.61,0.1335,34.52
2025-10-19,2025,2025-10,Kids,Apex Essentials,Product-064,1,1,24.64,4.25,0.1726,24.64
2025-11-24,2025,2025-11,Beauty,Apex Prime,Product-041,1,1,10.56,1.27,0.1204,10.56
2025-10-06,2025,2025-10,Beauty,Apex Outdoor,Product-076,1,2,38.63,6.86,0.1776,38.63
2025-09-04,2025,2025-09,Beauty,Apex Essentials,Product-009,1,2,46.96,5.24,0.1116,46.96
2025-10-08,2025,2025-10,Home,Apex Prime,Product-046,1,1,40.78,5.17,0.1267,40.78
2025-08-29,2025,2025-08,Kids,Apex Value,Product-073,1,1,13.63,2.09,0.1531,13.63
2025-07-12,2025,2025-07,Kids,Apex Essentials,Product-032,1,1,9.22,1.52,0.1644,9.22
2025-08-02,2025,2025-08,Electronics,Apex Essentials,Product-021,1,2,72.29,11.85,0.1639,72.29
2025-11-14,2025,2025-11,Fitness,Apex Essentials,Product-035,1,1,37.67,3.98,0.1056,37.67
2025-11-04,2025,2025-11,Kids,Apex Essentials,Product-018,1,1,18.22,3.03,0.1663,18.22
2025-07-03,2025,2025-07,Beauty,Apex Prime,Product-053,1,1,8.0,1.09,0.1367,8.0
2025-12-15,2025,2025-12,Kitchen,Apex Prime,Product-056,1,1,19.42,2.25,0.116,19.42
2025-12-10,2025,2025-12,Fitness,Apex Value,Product-058,1,1,41.57,4.78,0.1149,41.57
2025-09-14,2025,2025-09,Fitness,Apex Essentials,Product-078,1,1,50.44,8.08,0.1601,50.44
2025-11-13,2025,2025-11,Kitchen,Apex Essentials,Product-075,1,1,25.66,2.86,0.1113,25.66
2025-11-27,2025,2025-11,Kitchen,Apex Prime,Product-071,1,1,24.34,2.46,0.1009,24.34
2025-08-13,2025,2025-08,Kids,Apex Value,Product-055,1,1,19.54,2.03,0.104,19.54
2025-09-06,2025,2025-09,Electronics,Apex Prime,Product-005,1,1,62.84,6.64,0.1057,62.84
2025-08-05,2025,2025-08,Kids,Apex Value,Product-046,1,1,13.02,2.2,0.169,13.02
2025-12-22,2025,2025-12,Home,Apex Outdoor,Product-017,1,2,71.1,10.47,0.1473,71.1
2025-11-11,2025,2025-11,Home,Apex Essentials,Product-072,1,1,31.73,5.32,0.1677,31.73
2025-08-26,2025,2025-08,Electronics,Apex Outdoor,Product-013,1,1,54.82,9.85,0.1797,54.82
2025-09-14,2025,2025-09,Kids,Apex Essentials,Product-054,1,2,51.89,7.36,0.1418,51.89
2025-12-22,2025,2025-12,Kids,Apex Outdoor,Product-051,1,1,13.19,1.72,0.1307,13.19
2025-09-20,2025,2025-09,Beauty,Apex Prime,Product-044,1,1,28.49,3.97,0.1392,28.49
2025-09-27,2025,2025-09,Kids,Apex Value,Product-015,1,1,15.14,2.03,0.1344,15.14
2025-07-28,2025,2025-07,Kitchen,Apex Outdoor,Product-001,1,1,20.05,2.37,0.1181,20.05
2025-12-16,2025,2025-12,Kitchen,Apex Prime,Product-042,1,2,40.28,6.68,0.1658,40.28
2025-10-14,2025,2025-10,Beauty,Apex Essentials,Product-043,1,2,39.84,4.42,0.111,39.84
2025-12-21,2025,2025-12,Kids,Apex Prime,Product-005,1,1,16.9,2.21,0.1308,16.9
2025-11-02,2025,2025-11,Electronics,Apex Value,Product-055,1,1,68.46,9.7,0.1417,68.46
2025-12-21,2025,2025-12,Home,Apex Outdoor,Product-038,1,1,34.34,4.55,0.1326,34.34
2025-10-08,2025,2025-10,Beauty,Apex Outdoor,Product-033,1,2,26.75,4.67,0.1746,26.75
2025-10-07,2025,2025-10,Kids,Apex Outdoor,Product-004,1,1,21.33,2.83,0.1325,21.33
2025-12-10,2025,2025-12,Electronics,Apex Essentials,Product-078,1,1,48.24,8.54,0.1771,48.24
2025-07-14,2025,2025-07,Home,Apex Essentials,Product-055,1,2,98.77,15.18,0.1537,98.77
2025-11-27,2025,2025-11,Home,Apex Outdoor,Product-061,1,1,15.68,2.21,0.1411,15.68
2025-11-08,2025,2025-11,Kitchen,Apex Outdoor,Product-003,1,1,32.89,3.44,0.1047,32.89
2025-08-20,2025,2025-08,Electronics,Apex Outdoor,Product-074,1,2,115.1,14.31,0.1243,115.1
2025-12-18,2025,2025-12,Kids,Apex Outdoor,Product-005,1,2,16.0,2.39,0.1494,16.0
2025-07-05,2025,2025-07,Beauty,Apex Outdoor,Product-065,1,1,8.13,1.44,0.1776,8.13
