YearMonth,device_type,acquisition_channel,country,category,product_id,Viewed Customers,Cart Customers,Checkout Customers,Purchased Customers,Total Revenue,Profit,Total Orders,Profit Margin,View → Cart %,Cart → Checkout %,Checkout → Purchase %,Drop-off (Views→Cart),Drop-off (Cart→Checkout),Drop-off (Checkout→Purchase),Funnel Metric,Stage,AOV
2025-12,mobile,paid_social,CA,Shoes,P-0053,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,US,Outerwear,P-0160,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,email,US,Bottoms,P-0467,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,email,UK,Tops,P-0224,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,AU,Tops,P-0168,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_social,CA,Outerwear,P-0122,1,1,1,1,103.46,28.82,1,0.2786,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,103.46
2025-08,desktop,paid_search,US,Shoes,P-0010,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,US,Shoes,P-0458,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,email,CA,Tops,P-0473,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_social,UK,Bottoms,P-0073,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_search,UK,Outerwear,P-0218,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_search,CA,Accessories,P-0097,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Bottoms,P-0113,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,UK,Accessories,P-0195,1,1,1,1,87.58,23.07,1,0.2634,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,87.58
2025-09,mobile,organic,CA,Accessories,P-0139,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,UK,Outerwear,P-0165,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,CA,Shoes,P-0124,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,tablet,referral,CA,Tops,P-0015,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_social,CA,Tops,P-0492,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,CA,Shoes,P-0499,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,paid_search,AU,Bottoms,P-0113,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_search,CA,Accessories,P-0430,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_search,UK,Outerwear,P-0141,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_search,US,Bottoms,P-0211,1,1,1,1,98.84,29.28,1,0.2962,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,98.84
2025-08,mobile,paid_search,CA,Accessories,P-0126,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_search,CA,Tops,P-0110,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,CA,Accessories,P-0165,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_social,CA,Tops,P-0438,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,email,CA,Bottoms,P-0340,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,email,AU,Accessories,P-0391,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,US,Bottoms,P-0246,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,referral,CA,Tops,P-0482,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_search,US,Accessories,P-0107,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_social,CA,Accessories,P-0163,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,UK,Outerwear,P-0439,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,referral,US,Accessories,P-0294,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,AU,Bottoms,P-0116,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Shoes,P-0337,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_search,AU,Shoes,P-0110,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_social,CA,Outerwear,P-0125,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,US,Bottoms,P-0442,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_social,UK,Tops,P-0326,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,UK,Accessories,P-0300,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,email,UK,Accessories,P-0245,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,US,Bottoms,P-0386,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,email,UK,Outerwear,P-0437,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,email,AU,Tops,P-0413,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,tablet,email,CA,Tops,P-0416,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,referral,AU,Bottoms,P-0288,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,referral,AU,Accessories,P-0066,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_social,US,Bottoms,P-0062,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,email,CA,Shoes,P-0324,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,email,AU,Shoes,P-0184,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,US,Shoes,P-0064,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,referral,US,Bottoms,P-0113,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_search,US,Shoes,P-0408,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,UK,Outerwear,P-0350,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,paid_search,US,Tops,P-0401,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_search,AU,Bottoms,P-0202,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,AU,Bottoms,P-0068,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,paid_social,UK,Bottoms,P-0044,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,email,US,Shoes,P-0004,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_social,CA,Shoes,P-0011,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,AU,Shoes,P-0038,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,paid_search,US,Shoes,P-0385,1,1,1,1,80.46,22.59,1,0.2808,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,80.46
2025-11,mobile,organic,AU,Accessories,P-0356,1,1,1,1,88.67,21.05,1,0.2374,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,88.67
2025-10,desktop,email,AU,Bottoms,P-0124,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,UK,Bottoms,P-0464,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,US,Tops,P-0151,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,UK,Accessories,P-0425,1,1,1,1,106.78,26.34,1,0.2467,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,106.78
2025-12,mobile,paid_search,AU,Shoes,P-0453,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,US,Tops,P-0066,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,email,AU,Accessories,P-0456,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_social,AU,Outerwear,P-0397,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_search,CA,Tops,P-0347,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,CA,Tops,P-0012,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_social,US,Bottoms,P-0106,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,CA,Tops,P-0053,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,UK,Bottoms,P-0364,1,1,1,1,94.41,29.66,1,0.3142,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,94.41
2025-09,desktop,paid_search,CA,Shoes,P-0374,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_search,AU,Tops,P-0245,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_social,AU,Outerwear,P-0223,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,referral,AU,Shoes,P-0300,1,1,1,1,95.24,27.91,1,0.293,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,95.24
2025-08,desktop,paid_social,UK,Bottoms,P-0098,1,1,1,1,89.95,25.14,1,0.2795,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,89.95
2025-10,desktop,referral,US,Shoes,P-0216,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,email,CA,Tops,P-0032,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_social,AU,Bottoms,P-0314,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,email,AU,Tops,P-0015,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_search,US,Tops,P-0151,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,organic,AU,Shoes,P-0168,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,AU,Shoes,P-0285,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,CA,Bottoms,P-0025,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Tops,P-0239,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,referral,US,Outerwear,P-0308,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_social,AU,Bottoms,P-0306,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,CA,Bottoms,P-0148,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,CA,Tops,P-0229,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,referral,UK,Accessories,P-0335,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,AU,Tops,P-0231,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,AU,Shoes,P-0027,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,US,Shoes,P-0233,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,referral,CA,Tops,P-0351,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_social,CA,Shoes,P-0399,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_social,CA,Tops,P-0108,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_social,AU,Shoes,P-0253,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_social,CA,Shoes,P-0305,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,UK,Tops,P-0070,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,organic,US,Accessories,P-0246,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_social,US,Shoes,P-0394,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,UK,Tops,P-0107,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,referral,CA,Shoes,P-0041,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,US,Shoes,P-0395,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,email,CA,Shoes,P-0378,1,1,1,1,93.67,20.49,1,0.2187,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,93.67
2025-07,mobile,paid_search,US,Tops,P-0060,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_search,UK,Bottoms,P-0373,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,tablet,paid_social,AU,Bottoms,P-0240,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_social,US,Outerwear,P-0486,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_search,US,Outerwear,P-0299,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,CA,Shoes,P-0340,1,1,1,1,102.12,22.24,1,0.2178,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,102.12
2025-11,mobile,email,AU,Shoes,P-0315,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,tablet,organic,AU,Bottoms,P-0317,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,tablet,organic,AU,Shoes,P-0256,1,1,1,1,69.79,21.24,1,0.3043,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,69.79
2025-07,mobile,paid_search,UK,Tops,P-0262,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,AU,Shoes,P-0276,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Outerwear,P-0237,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,paid_search,AU,Outerwear,P-0419,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,tablet,email,CA,Bottoms,P-0145,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,organic,US,Shoes,P-0497,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,email,AU,Outerwear,P-0157,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,US,Bottoms,P-0219,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,referral,UK,Bottoms,P-0190,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,tablet,referral,US,Bottoms,P-0254,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_search,US,Tops,P-0373,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,US,Bottoms,P-0367,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,AU,Accessories,P-0388,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_social,CA,Accessories,P-0104,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,email,US,Bottoms,P-0419,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,UK,Tops,P-0430,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_social,AU,Bottoms,P-0256,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,tablet,organic,AU,Bottoms,P-0244,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,referral,AU,Shoes,P-0432,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,organic,CA,Bottoms,P-0056,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,paid_social,CA,Bottoms,P-0489,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_social,AU,Outerwear,P-0148,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_social,AU,Accessories,P-0280,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,UK,Outerwear,P-0113,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,referral,UK,Tops,P-0026,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_search,UK,Accessories,P-0169,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,email,AU,Bottoms,P-0375,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,email,UK,Bottoms,P-0298,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,organic,AU,Shoes,P-0500,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,email,CA,Accessories,P-0245,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,paid_search,US,Outerwear,P-0037,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_social,AU,Accessories,P-0042,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
