Month,Ad Group,Device,Impressions,Clicks,CTR,CPC,Conv Rate,Conversions,Cost,Revenue,Sale Amount,P&L
2025-08,Retargeting,Desktop,28488,445,0.0156,1.57,0.0228,10,698.65,707.73,75.14,9.08
2025-08,Creator/UGC,Desktop,63700,1383,0.0217,1.33,0.0237,32,1839.39,1444.19,45.4,-395.2
2025-08,Affiliates,Mobile,35498,547,0.0154,0.4,0.0213,11,218.8,826.54,75.99,607.74
2025-08,Brand Search,Mobile,24860,964,0.0388,1.31,0.0217,20,1262.84,1792.64,82.72,529.8
2025-08,Non-Brand Search,Desktop,26445,807,0.0305,1.41,0.0207,16,1137.87,1167.21,77.5,29.34
2025-08,Prospecting,Mobile,55365,897,0.0162,1.0,0.0196,17,897.0,1677.42,91.44,780.42
2025-08,Retargeting,Mobile,37026,626,0.0169,1.08,0.0236,14,676.08,1315.92,81.48,639.84
2025-08,Creator/UGC,Mobile,46923,817,0.0174,1.47,0.0167,13,1200.99,1321.04,98.47,120.05
2025-08,Affiliates,Desktop,17726,396,0.0223,1.05,0.0197,7,415.8,637.66,90.47,221.86
2025-08,Brand Search,Mobile,22264,866,0.0389,1.11,0.0241,20,961.26,1910.04,100.11,948.78
2025-08,Non-Brand Search,Mobile,30630,495,0.0162,1.64,0.0144,7,811.8,728.72,98.97,-83.08
2025-08,Prospecting,Mobile,44031,869,0.0197,1.35,0.0114,9,1173.15,738.88,82.18,-434.27
2025-08,Retargeting,Mobile,25325,581,0.023,1.26,0.0177,10,732.06,826.41,84.85,94.35
2025-08,Creator/UGC,Desktop,59867,891,0.0149,1.62,0.0255,22,1443.42,1699.83,90.9,256.41
2025-08,Affiliates,Desktop,27270,460,0.0169,0.9,0.0287,13,414.0,1219.81,88.27,805.81
2025-08,Brand Search,Desktop,26839,976,0.0364,1.58,0.0191,18,1542.08,1934.46,98.86,392.38
2025-08,Non-Brand Search,Mobile,29391,794,0.027,1.49,0.0239,18,1183.06,1425.34,81.12,242.28
2025-08,Prospecting,Mobile,48688,862,0.0177,1.5,0.0104,9,1293.0,480.16,51.23,-812.84
2025-08,Retargeting,Mobile,26259,560,0.0213,1.55,0.0271,15,868.0,1324.29,87.76,456.29
2025-08,Creator/UGC,Mobile,51049,1342,0.0263,1.48,0.0205,27,1986.16,2135.67,92.81,149.51
2025-08,Affiliates,Mobile,15285,215,0.0141,1.13,0.0024,0,242.95,0.0,87.79,-242.95
2025-08,Brand Search,Desktop,31073,845,0.0272,1.14,0.0289,24,963.3,2595.08,106.8,1631.78
2025-08,Non-Brand Search,Desktop,54313,1210,0.0223,1.22,0.0114,13,1476.2,729.34,56.52,-746.86
2025-08,Prospecting,Mobile,53111,1095,0.0206,1.54,0.0086,9,1686.3,684.51,78.69,-1001.79
2025-08,Retargeting,Mobile,36550,820,0.0224,1.05,0.0159,13,861.0,1343.97,100.94,482.97
2025-08,Creator/UGC,Mobile,50991,1106,0.0217,1.48,0.0205,22,1636.88,1553.32,75.23,-83.56
2025-08,Affiliates,Mobile,41701,787,0.0189,0.77,0.0084,6,605.99,413.21,66.08,-192.78
2025-08,Brand Search,Mobile,31384,845,0.0269,1.4,0.0229,19,1183.0,1563.26,81.17,380.26
2025-08,Non-Brand Search,Mobile,19525,554,0.0284,1.18,0.0147,8,653.72,766.58,89.54,112.86
2025-08,Prospecting,Mobile,61372,1430,0.0233,1.27,0.0251,35,1816.1,3590.68,100.35,1774.58
2025-08,Retargeting,Desktop,29195,413,0.0142,1.42,0.0263,10,586.46,923.41,92.18,336.95
2025-08,Creator/UGC,Mobile,55040,781,0.0142,1.11,0.0202,15,866.91,1090.04,75.68,223.13
2025-08,Affiliates,Mobile,28064,617,0.022,0.91,0.0167,10,561.47,850.71,80.54,289.24
2025-08,Brand Search,Desktop,35847,1434,0.04,1.46,0.0283,40,2093.64,4360.73,101.37,2267.09
2025-08,Non-Brand Search,Mobile,26542,379,0.0143,1.77,0.0193,7,670.83,808.45,110.22,137.62
2025-08,Prospecting,Mobile,55298,1190,0.0215,1.2,0.0142,16,1428.0,600.58,37.61,-827.42
2025-08,Retargeting,Desktop,42635,805,0.0189,1.36,0.0307,24,1094.8,2222.09,94.64,1127.29
2025-08,Creator/UGC,Mobile,45292,1267,0.028,1.39,0.0228,28,1761.13,2192.34,74.78,431.21
2025-08,Affiliates,Mobile,30509,552,0.0181,0.54,0.009,4,298.08,274.79,72.42,-23.29
2025-08,Brand Search,Desktop,30716,1212,0.0395,1.12,0.0279,33,1357.44,2561.87,72.55,1204.43
2025-08,Non-Brand Search,Mobile,32457,861,0.0266,1.18,0.0185,15,1015.98,949.27,63.81,-66.71
2025-08,Prospecting,Desktop,50352,668,0.0133,1.61,0.0077,5,1075.48,556.3,101.36,-519.18
2025-08,Retargeting,Mobile,24129,685,0.0284,1.68,0.0329,22,1150.8,2702.34,122.41,1551.54
2025-08,Creator/UGC,Mobile,62183,1724,0.0277,1.35,0.0224,38,2327.4,2982.4,74.05,655.0
2025-08,Affiliates,Mobile,33459,818,0.0245,1.06,0.0191,15,867.08,1375.68,95.41,508.6
2025-08,Brand Search,Desktop,36799,1862,0.0506,1.75,0.0238,44,3258.5,2686.1,64.23,-572.4
2025-08,Non-Brand Search,Mobile,31782,749,0.0236,1.51,0.0267,19,1130.99,2076.78,122.39,945.79
2025-08,Prospecting,Mobile,60191,815,0.0135,1.15,0.0165,13,937.25,1283.33,110.4,346.08
2025-08,Retargeting,Mobile,26437,454,0.0172,1.1,0.0229,10,499.4,946.41,89.96,447.01
2025-08,Creator/UGC,Desktop,51694,1039,0.0201,1.15,0.0177,18,1194.85,1374.07,73.02,179.22
2025-08,Affiliates,Mobile,37144,911,0.0245,0.35,0.0132,11,318.85,1291.22,111.8,972.37
2025-08,Brand Search,Mobile,30639,1225,0.04,1.07,0.025,30,1310.75,2739.08,89.19,1428.33
2025-08,Non-Brand Search,Mobile,31911,847,0.0266,1.07,0.0268,22,906.29,1710.35,78.57,804.06
2025-08,Prospecting,Desktop,56843,1200,0.0211,1.39,0.0189,22,1668.0,1666.77,69.34,-1.23
2025-08,Retargeting,Desktop,21350,391,0.0183,1.2,0.0264,10,469.2,911.72,90.86,442.52
2025-08,Creator/UGC,Desktop,54367,1306,0.024,1.63,0.0153,19,2128.78,1406.2,72.81,-722.58
2025-08,Affiliates,Mobile,42427,1148,0.0271,0.7,0.0219,25,803.6,2591.06,93.6,1787.46
2025-08,Brand Search,Mobile,23652,688,0.0291,1.17,0.024,16,804.96,1716.66,105.34,911.7
2025-08,Non-Brand Search,Desktop,15049,211,0.0141,1.31,0.0148,3,276.41,244.59,84.79,-31.82
2025-08,Prospecting,Mobile,47118,1031,0.0219,1.58,0.02,20,1628.98,1890.43,92.97,261.45
2025-08,Retargeting,Desktop,43540,985,0.0226,1.24,0.0359,35,1221.4,2907.69,96.24,1686.29
2025-08,Creator/UGC,Mobile,49824,1080,0.0217,1.32,0.0155,16,1425.6,1599.92,106.12,174.32
2025-08,Affiliates,Desktop,25888,409,0.0158,0.69,0.0239,9,282.21,733.3,80.18,451.09
2025-08,Brand Search,Mobile,36749,1215,0.0331,1.21,0.0294,35,1470.15,2996.35,81.96,1526.2
2025-08,Non-Brand Search,Mobile,24560,542,0.0221,1.31,0.0219,11,710.02,909.39,74.99,199.37
2025-08,Prospecting,Desktop,47616,1278,0.0268,1.06,0.0107,13,1354.68,841.88,64.05,-512.8
2025-08,Retargeting,Mobile,46803,855,0.0183,1.16,0.0248,21,991.8,1817.14,86.82,825.34
2025-08,Creator/UGC,Desktop,50950,1076,0.0211,1.38,0.0106,11,1484.88,1083.85,97.35,-401.03
2025-08,Affiliates,Mobile,25374,600,0.0237,0.45,0.0207,12,270.0,851.66,78.69,581.66
2025-08,Brand Search,Mobile,45781,1923,0.042,0.69,0.0185,35,1326.87,2977.67,75.05,1650.8
2025-08,Non-Brand Search,Mobile,27519,529,0.0192,1.73,0.0165,8,915.17,769.96,89.97,-145.21
2025-08,Prospecting,Desktop,43676,618,0.0142,1.14,0.0209,12,704.52,956.65,89.55,252.13
2025-08,Retargeting,Desktop,43678,1063,0.0243,1.89,0.0269,28,2009.07,1957.46,78.31,-51.61
2025-08,Creator/UGC,Mobile,47976,914,0.0191,1.2,0.0206,18,1096.8,1602.36,93.11,505.56
2025-08,Affiliates,Mobile,17160,429,0.025,0.69,0.023,9,296.01,823.53,90.54,527.52
2025-08,Brand Search,Desktop,30363,1155,0.038,1.37,0.0265,30,1582.35,3183.35,106.69,1601.0
2025-08,Non-Brand Search,Desktop,25678,360,0.014,1.43,0.0171,6,514.8,549.4,91.55,34.6
2025-08,Prospecting,Mobile,44052,1315,0.0299,1.49,0.0138,18,1959.35,1516.02,93.03,-443.33
2025-08,Retargeting,Mobile,26620,465,0.0175,1.56,0.0245,11,725.4,876.86,78.84,151.46
2025-08,Creator/UGC,Mobile,54534,1202,0.0221,1.54,0.0274,32,1851.08,2855.0,87.44,1003.92
2025-08,Affiliates,Mobile,37543,749,0.02,1.27,0.0087,6,951.23,606.73,101.11,-344.5
2025-08,Brand Search,Mobile,34918,1425,0.0408,1.33,0.0271,38,1895.25,2938.97,87.1,1043.72
2025-08,Non-Brand Search,Mobile,29523,503,0.017,1.56,0.0197,9,784.68,561.35,66.85,-223.33
2025-08,Prospecting,Desktop,48402,1367,0.0282,1.23,0.0165,22,1681.41,1669.86,77.81,-11.55
2025-08,Retargeting,Mobile,39000,684,0.0176,1.85,0.0289,19,1265.4,1782.83,94.46,517.43
2025-08,Creator/UGC,Mobile,57051,1646,0.0289,1.68,0.02,32,2765.28,2468.85,75.23,-296.43
2025-08,Affiliates,Mobile,22884,475,0.0208,0.73,0.0247,11,346.75,976.68,86.82,629.93
2025-08,Brand Search,Mobile,33839,1435,0.0424,1.98,0.0307,44,2841.3,3726.95,91.06,885.65
2025-08,Non-Brand Search,Mobile,21876,359,0.0164,1.28,0.0137,4,459.52,277.19,69.9,-182.33
2025-08,Prospecting,Desktop,61385,1679,0.0274,1.66,0.0242,40,2787.14,4430.94,117.82,1643.8
2025-08,Retargeting,Mobile,44290,1033,0.0233,1.5,0.0293,30,1549.5,1778.54,61.53,229.04
2025-08,Creator/UGC,Desktop,43959,797,0.0182,1.13,0.0143,11,900.61,752.28,75.26,-148.33
2025-08,Affiliates,Mobile,29453,708,0.024,0.35,0.0186,13,247.8,1263.58,99.68,1015.78
2025-08,Brand Search,Desktop,37560,1189,0.0317,1.75,0.027,32,2080.75,2778.26,81.11,697.51
2025-08,Non-Brand Search,Desktop,34378,1057,0.0308,1.22,0.0152,16,1289.54,1769.47,111.47,479.93
2025-08,Prospecting,Mobile,44180,908,0.0206,1.33,0.0106,9,1207.64,558.67,56.15,-648.97
2025-08,Retargeting,Desktop,31224,632,0.0202,1.21,0.0282,17,764.72,1589.1,105.34,824.38
2025-08,Creator/UGC,Desktop,57665,1172,0.0203,1.49,0.0092,10,1746.28,825.68,84.29,-920.6
2025-08,Affiliates,Mobile,45282,1041,0.023,0.39,0.0114,11,405.99,857.39,77.16,451.4
2025-08,Brand Search,Mobile,35705,1549,0.0434,1.2,0.0295,45,1858.8,3448.9,78.72,1590.1
2025-08,Non-Brand Search,Desktop,30180,778,0.0258,1.19,0.0177,13,925.82,1132.37,93.68,206.55
2025-08,Prospecting,Mobile,41322,1297,0.0314,1.47,0.0126,16,1906.59,1651.69,97.48,-254.9
2025-08,Retargeting,Mobile,37338,708,0.019,1.28,0.0274,19,906.24,1381.09,66.64,474.85
2025-08,Creator/UGC,Mobile,51903,714,0.0138,0.79,0.0251,17,564.06,1615.27,94.13,1051.21
2025-08,Affiliates,Mobile,33886,822,0.0243,0.79,0.0226,18,649.38,1717.24,94.7,1067.86
2025-08,Brand Search,Desktop,32746,1145,0.035,1.07,0.0218,24,1225.15,2114.65,98.09,889.5
2025-08,Non-Brand Search,Desktop,42839,874,0.0204,1.48,0.0107,9,1293.52,632.48,66.21,-661.04
2025-08,Prospecting,Desktop,47441,1197,0.0252,1.16,0.0226,27,1388.52,1801.23,70.39,412.71
2025-08,Retargeting,Mobile,28987,895,0.0309,0.81,0.0267,23,724.95,2213.4,100.94,1488.45
2025-08,Creator/UGC,Mobile,50738,524,0.0103,1.37,0.0174,9,717.88,815.02,83.06,97.14
2025-08,Affiliates,Mobile,34491,656,0.019,0.77,0.0187,12,505.12,1053.6,87.29,548.48
2025-08,Brand Search,Mobile,26779,1089,0.0407,1.16,0.0279,30,1263.24,2219.18,80.24,955.94
2025-08,Non-Brand Search,Mobile,23380,561,0.024,1.3,0.0201,11,729.3,975.1,84.08,245.8
2025-08,Prospecting,Desktop,58225,1187,0.0204,1.06,0.0285,33,1258.22,2694.88,83.35,1436.66
2025-08,Retargeting,Mobile,35048,455,0.013,1.64,0.0255,11,746.2,637.95,59.25,-108.25
2025-08,Creator/UGC,Desktop,62215,1282,0.0206,1.22,0.0063,8,1564.04,664.24,85.86,-899.8
2025-08,Affiliates,Mobile,40237,762,0.0189,0.83,0.02,15,632.46,841.23,63.67,208.77
2025-08,Brand Search,Desktop,24920,910,0.0365,1.22,0.0162,14,1110.2,1076.72,79.35,-33.48
2025-08,Non-Brand Search,Mobile,31757,518,0.0163,1.26,0.0172,8,652.68,777.9,99.37,125.22
2025-08,Prospecting,Mobile,47335,967,0.0204,1.3,0.0216,20,1257.1,2037.76,104.25,780.66
2025-08,Retargeting,Desktop,30389,523,0.0172,1.02,0.0327,17,533.46,1817.34,107.97,1283.88
2025-08,Creator/UGC,Desktop,42699,1314,0.0308,1.39,0.0204,26,1826.46,1778.73,68.86,-47.73
2025-08,Affiliates,Desktop,39971,988,0.0247,0.72,0.0135,13,711.36,1066.19,83.05,354.83
2025-09,Brand Search,Mobile,29651,1019,0.0344,1.43,0.0303,30,1457.17,3750.37,112.13,2293.2
2025-09,Non-Brand Search,Desktop,22098,491,0.0222,1.08,0.0117,5,530.28,220.92,44.8,-309.36
2025-09,Prospecting,Mobile,48712,1035,0.0213,1.22,0.011,11,1262.7,910.89,80.59,-351.81
2025-09,Retargeting,Mobile,45103,180,0.004,1.2,0.0188,3,216.0,311.64,103.73,95.64
2025-09,Creator/UGC,Desktop,46061,733,0.0159,1.58,0.0248,18,1158.14,1424.54,72.06,266.4
2025-09,Affiliates,Desktop,30234,808,0.0268,0.54,0.0313,25,436.32,2813.17,104.84,2376.85
2025-09,Brand Search,Mobile,39676,1544,0.0389,0.85,0.0233,35,1312.4,3108.86,78.8,1796.46
2025-09,Non-Brand Search,Mobile,20576,296,0.0144,1.1,0.0202,5,325.6,493.29,92.21,167.69
2025-09,Prospecting,Mobile,52709,811,0.0154,1.21,0.0231,18,981.31,1043.43,55.61,62.12
2025-09,Retargeting,Mobile,47616,970,0.0204,1.35,0.0425,41,1309.5,3410.53,91.43,2101.03
2025-09,Creator/UGC,Mobile,44368,592,0.0134,1.36,0.0167,9,805.12,646.58,71.69,-158.54
2025-09,Affiliates,Mobile,35369,781,0.0221,0.92,0.0201,15,718.52,1360.43,88.13,641.91
2025-09,Brand Search,Mobile,34764,1465,0.0421,1.25,0.0196,28,1831.25,2551.22,95.82,719.97
2025-09,Non-Brand Search,Mobile,27664,798,0.0289,1.0,0.0228,18,798.0,1883.56,99.85,1085.56
2025-09,Prospecting,Mobile,52282,1335,0.0255,0.92,0.0051,6,1228.2,516.63,87.88,-711.57
2025-09,Retargeting,Desktop,41333,802,0.0194,1.68,0.0327,26,1347.36,2117.82,84.05,770.46
2025-09,Creator/UGC,Mobile,63072,1768,0.028,1.37,0.0179,31,2422.16,2956.99,102.04,534.83
2025-09,Affiliates,Mobile,46470,1125,0.0242,0.35,0.0142,15,393.75,1466.29,105.32,1072.54
2025-09,Brand Search,Mobile,44435,1752,0.0394,1.14,0.0226,39,1997.28,3515.27,81.35,1517.99
2025-09,Non-Brand Search,Mobile,22587,425,0.0188,1.68,0.0183,7,714.0,593.35,87.55,-120.65
2025-09,Prospecting,Mobile,38675,471,0.0122,1.14,0.0258,12,536.94,911.41,73.22,374.47
2025-09,Retargeting,Desktop,34165,873,0.0256,0.74,0.0182,15,646.02,1518.89,98.57,872.87
2025-09,Creator/UGC,Mobile,58920,1311,0.0223,1.23,0.009,11,1612.53,1050.58,91.9,-561.95
2025-09,Affiliates,Mobile,36614,797,0.0218,0.44,0.0155,12,350.68,945.76,78.3,595.08
2025-09,Brand Search,Mobile,37058,1432,0.0386,1.56,0.0181,25,2233.92,2470.99,101.37,237.07
2025-09,Non-Brand Search,Desktop,40367,1045,0.0259,1.44,0.0142,14,1504.8,1032.04,70.25,-472.76
2025-09,Prospecting,Mobile,52444,1540,0.0294,1.59,0.0189,29,2448.6,2674.56,93.95,225.96
2025-09,Retargeting,Mobile,26435,223,0.0085,1.86,0.0288,6,414.78,490.44,75.36,75.66
2025-09,Creator/UGC,Mobile,48861,978,0.02,1.44,0.0183,17,1408.32,1006.94,63.19,-401.38
2025-09,Affiliates,Mobile,35952,609,0.017,0.35,0.0185,11,213.15,899.52,83.49,686.37
2025-09,Brand Search,Mobile,19682,714,0.0363,1.48,0.0345,24,1056.72,2064.2,86.56,1007.48
2025-09,Non-Brand Search,Mobile,30584,700,0.0229,0.92,0.0186,13,644.0,928.02,67.11,284.02
2025-09,Prospecting,Mobile,51850,1289,0.0249,1.27,0.0186,23,1637.03,1338.73,61.75,-298.3
2025-09,Retargeting,Mobile,42396,739,0.0174,1.55,0.0377,27,1145.45,2240.49,75.31,1095.04
2025-09,Creator/UGC,Mobile,44676,1097,0.0246,1.2,0.0172,18,1316.4,1782.8,89.8,466.4
2025-09,Affiliates,Desktop,33779,787,0.0233,0.52,0.0121,9,409.24,749.32,85.63,340.08
2025-09,Brand Search,Desktop,21552,786,0.0365,0.72,0.0221,17,565.92,1692.85,94.68,1126.93
2025-09,Non-Brand Search,Mobile,18588,324,0.0175,1.41,0.0194,6,456.84,527.77,80.76,70.93
2025-09,Prospecting,Desktop,67142,1930,0.0288,1.56,0.0105,20,3010.8,1278.3,64.36,-1732.5
2025-09,Retargeting,Mobile,25765,370,0.0144,1.5,0.0288,10,555.0,1020.53,103.52,465.53
2025-09,Creator/UGC,Mobile,65480,1013,0.0155,1.27,0.0204,20,1286.51,1154.26,60.56,-132.25
2025-09,Affiliates,Mobile,21981,215,0.0098,0.65,0.0161,3,139.75,353.06,107.62,213.31
2025-09,Brand Search,Mobile,24563,834,0.034,0.89,0.018,15,742.26,1025.18,70.76,282.92
2025-09,Non-Brand Search,Desktop,34327,700,0.0204,1.56,0.0131,9,1092.0,925.29,88.65,-166.71
2025-09,Prospecting,Mobile,55200,1060,0.0192,1.33,0.0207,21,1409.8,1965.52,85.45,555.72
2025-09,Retargeting,Desktop,39482,951,0.0241,1.52,0.0351,33,1445.52,3329.8,96.94,1884.28
2025-09,Creator/UGC,Mobile,54878,986,0.018,1.11,0.0233,22,1094.46,2226.49,101.81,1132.03
2025-09,Affiliates,Mobile,29728,626,0.0211,0.72,0.0215,13,450.72,1012.54,84.24,561.82
2025-09,Brand Search,Mobile,37110,1276,0.0344,1.28,0.0287,36,1633.28,3755.47,103.77,2122.19
2025-09,Non-Brand Search,Mobile,52619,1368,0.026,1.27,0.0253,34,1737.36,2314.75,73.95,577.39
2025-09,Prospecting,Mobile,43082,798,0.0185,1.39,0.0295,23,1109.22,2548.11,116.92,1438.89
2025-09,Retargeting,Mobile,42098,531,0.0126,1.18,0.025,13,626.58,1160.93,91.98,534.35
2025-09,Creator/UGC,Desktop,43457,494,0.0114,1.1,0.0232,11,543.4,1134.73,97.72,591.33
2025-09,Affiliates,Mobile,27210,349,0.0129,0.35,0.0193,6,122.15,549.97,89.67,427.82
2025-09,Brand Search,Desktop,29500,916,0.0311,1.24,0.0207,18,1135.84,1644.18,90.39,508.34
2025-09,Non-Brand Search,Mobile,21624,181,0.0084,1.42,0.019,3,257.02,240.72,87.55,-16.3
2025-09,Prospecting,Mobile,53349,1510,0.0283,1.14,0.0086,12,1721.4,938.76,75.65,-782.64
2025-09,Retargeting,Desktop,37697,816,0.0217,1.34,0.0279,22,1093.44,2113.44,100.94,1020.0
2025-09,Creator/UGC,Mobile,47594,1175,0.0247,1.51,0.0245,28,1774.25,2057.32,79.8,283.07
2025-09,Affiliates,Mobile,23690,717,0.0303,0.42,0.0197,14,301.14,1154.45,94.49,853.31
2025-09,Brand Search,Mobile,32711,1082,0.0331,1.12,0.0219,23,1211.84,1586.21,78.79,374.37
2025-09,Non-Brand Search,Mobile,27031,360,0.0133,1.36,0.0142,5,489.6,333.78,66.93,-155.82
2025-09,Prospecting,Mobile,49041,678,0.0138,1.2,0.0212,14,813.6,972.92,71.38,159.32
2025-09,Retargeting,Desktop,47961,1316,0.0274,0.9,0.0271,35,1184.4,3262.64,88.79,2078.24
2025-09,Creator/UGC,Mobile,57900,1529,0.0264,1.58,0.0222,33,2415.82,2220.46,68.72,-195.36
2025-09,Affiliates,Mobile,26622,543,0.0204,0.57,0.0179,9,309.51,945.17,101.65,635.66
2025-09,Brand Search,Desktop,28598,1195,0.0418,1.05,0.0276,32,1254.75,2866.92,90.53,1612.17
2025-09,Non-Brand Search,Mobile,44879,1224,0.0273,1.11,0.011,13,1358.64,711.74,55.53,-646.9
2025-09,Prospecting,Desktop,53033,1105,0.0208,1.76,0.023,25,1944.8,1870.18,76.17,-74.62
2025-09,Retargeting,Mobile,22853,406,0.0178,1.15,0.0232,9,466.9,781.74,89.5,314.84
2025-09,Creator/UGC,Mobile,60177,2090,0.0347,1.55,0.0118,24,3239.5,2253.18,87.92,-986.32
2025-09,Affiliates,Mobile,48452,1016,0.021,1.05,0.009,9,1066.8,845.31,81.84,-221.49
2025-09,Brand Search,Mobile,25972,915,0.0352,1.88,0.03,27,1720.2,2119.08,76.76,398.88
2025-09,Non-Brand Search,Mobile,28428,375,0.0132,1.74,0.022,8,652.5,736.08,88.29,83.58
2025-09,Prospecting,Mobile,66789,1342,0.0201,1.24,0.0214,28,1664.08,2130.66,76.31,466.58
2025-09,Retargeting,Mobile,30426,850,0.028,1.14,0.0144,12,969.0,973.1,78.13,4.1
2025-09,Creator/UGC,Desktop,64440,1731,0.0269,1.61,0.0229,39,2786.91,3770.13,98.78,983.22
2025-09,Affiliates,Desktop,31493,512,0.0163,0.45,0.0228,11,230.4,878.03,85.11,647.63
2025-09,Brand Search,Mobile,32882,1071,0.0326,1.05,0.034,36,1124.55,2298.18,65.65,1173.63
2025-09,Non-Brand Search,Mobile,33678,524,0.0156,1.66,0.0173,9,869.84,505.5,64.98,-364.34
2025-09,Prospecting,Mobile,50079,1049,0.021,1.62,0.0128,13,1699.38,1181.02,85.78,-518.36
2025-09,Retargeting,Mobile,36716,943,0.0257,1.68,0.0255,24,1584.24,1747.15,73.32,162.91
2025-09,Creator/UGC,Mobile,66856,1562,0.0234,1.56,0.0176,27,2436.72,2436.35,81.07,-0.37
2025-09,Affiliates,Desktop,28748,590,0.0205,0.35,0.026,15,206.5,1739.68,116.38,1533.18
2025-09,Brand Search,Desktop,40312,1514,0.0376,1.52,0.0236,35,2301.28,2854.4,76.77,553.12
2025-09,Non-Brand Search,Mobile,37600,1209,0.0322,1.63,0.0172,20,1970.67,2057.27,93.35,86.6
2025-09,Prospecting,Mobile,46950,888,0.0189,1.24,0.0245,21,1101.12,1756.71,87.43,655.59
2025-09,Retargeting,Desktop,13834,277,0.0201,1.32,0.0256,7,365.64,564.72,85.13,199.08
2025-09,Creator/UGC,Mobile,59849,1959,0.0327,0.96,0.0113,22,1880.64,1800.4,78.03,-80.24
2025-09,Affiliates,Desktop,35681,698,0.0196,0.76,0.0218,15,530.48,1523.13,111.78,992.65
2025-09,Brand Search,Mobile,33667,1080,0.0321,1.88,0.0282,30,2030.4,2320.81,70.07,290.41
2025-09,Non-Brand Search,Mobile,43959,873,0.0199,1.0,0.0127,11,873.0,965.86,89.24,92.86
2025-09,Prospecting,Mobile,40119,724,0.0181,1.61,0.0201,14,1165.64,1353.19,97.82,187.55
2025-09,Retargeting,Desktop,33319,580,0.0174,1.02,0.0209,12,591.6,735.44,57.17,143.84
2025-09,Creator/UGC,Desktop,48987,684,0.014,1.11,0.015,10,759.24,922.45,95.44,163.21
2025-09,Affiliates,Mobile,28327,587,0.0207,0.45,0.0272,15,264.15,942.91,61.22,678.76
2025-09,Brand Search,Desktop,44947,1856,0.0413,1.81,0.0267,49,3359.36,2915.79,55.68,-443.57
2025-09,Non-Brand Search,Mobile,30839,516,0.0168,1.09,0.0204,10,562.44,885.45,85.62,323.01
2025-09,Prospecting,Desktop,50980,897,0.0176,1.43,0.0241,21,1282.71,2540.9,110.78,1258.19
2025-09,Retargeting,Mobile,38944,684,0.0176,1.48,0.0228,15,1012.32,1242.72,81.97,230.4
2025-09,Creator/UGC,Mobile,47463,1196,0.0252,1.41,0.0244,29,1686.36,2235.17,74.77,548.81
2025-09,Affiliates,Mobile,41273,568,0.0138,0.48,0.0102,5,272.64,548.41,97.02,275.77
2025-09,Brand Search,Mobile,24497,942,0.0385,1.46,0.0257,24,1375.32,2326.18,95.27,950.86
2025-09,Non-Brand Search,Mobile,21905,495,0.0226,1.34,0.0221,10,663.3,917.48,91.53,254.18
2025-09,Prospecting,Mobile,36709,228,0.0062,1.24,0.0087,1,282.72,70.26,77.41,-212.46
2025-09,Retargeting,Mobile,32379,754,0.0233,1.64,0.0252,18,1236.56,1505.54,86.64,268.98
2025-09,Creator/UGC,Mobile,27122,716,0.0264,1.32,0.0272,19,945.12,1165.2,58.27,220.08
2025-09,Affiliates,Desktop,46000,906,0.0197,0.83,0.0255,23,751.98,2429.74,102.28,1677.76
2025-09,Brand Search,Mobile,27030,922,0.0341,1.1,0.0266,24,1014.2,1962.0,83.19,947.8
2025-09,Non-Brand Search,Mobile,28098,670,0.0239,1.52,0.0171,11,1018.4,1017.92,88.1,-0.48
2025-09,Prospecting,Mobile,60269,1336,0.0222,1.65,0.0115,15,2204.4,1271.69,82.23,-932.71
2025-09,Retargeting,Desktop,32809,810,0.0247,0.94,0.0311,25,761.4,2063.82,87.72,1302.42
2025-09,Creator/UGC,Mobile,47012,1129,0.024,1.32,0.0094,10,1490.28,792.01,83.28,-698.27
2025-09,Affiliates,Mobile,21836,571,0.0262,1.0,0.0124,7,571.0,531.32,76.29,-39.68
2025-09,Brand Search,Mobile,25395,823,0.0324,1.16,0.0324,26,954.68,2169.22,75.83,1214.54
2025-09,Non-Brand Search,Desktop,41025,1015,0.0248,1.56,0.0096,9,1583.4,640.93,67.46,-942.47
2025-09,Prospecting,Mobile,56009,224,0.004,1.14,0.0173,3,255.36,216.06,76.07,-39.3
2025-09,Retargeting,Desktop,39430,1128,0.0286,1.36,0.0235,26,1534.08,2253.49,86.45,719.41
2025-09,Creator/UGC,Desktop,40643,847,0.0208,1.45,0.0169,14,1228.15,1335.29,99.96,107.14
2025-09,Affiliates,Desktop,32979,453,0.0138,0.76,0.018,8,344.28,692.22,84.14,347.94
2025-09,Brand Search,Desktop,32988,1133,0.0344,1.69,0.0384,43,1914.77,4215.46,100.57,2300.69
2025-09,Non-Brand Search,Mobile,20468,558,0.0273,1.51,0.0226,12,842.58,974.32,89.73,131.74
2025-09,Prospecting,Mobile,50373,1033,0.0205,1.32,0.0162,16,1363.56,1212.03,75.82,-151.53
2025-09,Retargeting,Mobile,31874,523,0.0164,1.42,0.0196,10,742.66,719.1,77.62,-23.56
2025-09,Creator/UGC,Mobile,70490,1433,0.0203,1.54,0.0211,30,2206.82,2726.7,81.5,519.88
2025-09,Affiliates,Desktop,31257,878,0.0281,0.78,0.0177,15,684.84,1387.06,83.56,702.22
2025-09,Brand Search,Mobile,28679,1119,0.039,1.34,0.0288,32,1499.46,2730.86,84.07,1231.4
